page|119
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,168,279,336.22|1,595,780,772.19
结算备付金||
拆出资金||
交易性金融资产|310,008,121.49|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||
应收账款|424,275,453.32|224,466,094.31
应收款项融资||
预付款项|14,081,935.40|7,281,478.46
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|46,169,413.28|48,260,606.81
其中：应收利息||
应收股利||9,800,000.00
买入返售金融资产||
存货|235,471,304.64|204,178,044.42
合同资产||
持有待售资产||
一年内到期的非流动资产|7,323,674.14|2,216,283.73
其他流动资产|80,740,401.11|152,574,539.78
流动资产合计|2,286,349,639.60|2,234,757,819.70
非流动资产：||
page|120
发放贷款和垫款|186,413,587.10|220,777,367.68
债权投资||
可供出售金融资产||14,000,000.00
其他债权投资||
持有至到期投资||
长期应收款|5,017,667.99|5,017,667.99
长期股权投资|11,279,955,085.64|10,574,333,539.50
其他权益工具投资|16,347,985.00|
其他非流动金融资产||
投资性房地产|918,270,593.96|818,505,378.45
固定资产|1,861,821,923.62|1,768,057,529.73
在建工程|1,294,277,349.20|640,322,495.72
生产性生物资产||
油气资产||
使用权资产||
无形资产|1,188,433,687.82|695,307,469.35
开发支出||
商誉||
长期待摊费用|43,186,526.90|46,195,630.80
递延所得税资产|41,599,273.38|51,510,349.44
其他非流动资产|11,356,047.05|74,868,755.96
非流动资产合计|16,846,679,727.66|14,908,896,184.62
资产总计|19,133,029,367.26|17,143,654,004.32
流动负债：||
短期借款|1,251,538,659.72|851,177,641.64
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|107,005,755.54|
应付账款|736,759,193.38|581,263,404.19
预收款项|516,731,952.14|373,875,015.85
page|121
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|184,281,553.56|152,150,849.58
应交税费|41,131,887.62|56,810,966.91
其他应付款|335,624,426.03|320,517,440.25
其中：应付利息||
应付股利|67,999,492.17|67,275,886.54
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|112,185,574.18|1,042,053,965.82
其他流动负债|10,029,311.62|9,137,203.95
流动负债合计|3,295,288,313.79|3,386,986,488.19
非流动负债：||
保险合同准备金||
长期借款|251,562,766.31|25,000,000.00
应付债券|1,994,166,666.70|996,111,111.12
其中：优先股||
永续债||
租赁负债||
长期应付款|19,587,748.90|18,769,286.64
长期应付职工薪酬||
预计负债||
递延收益|93,687,423.48|114,023,145.21
递延所得税负债|2,571,126.54|11,418,674.32
其他非流动负债||
非流动负债合计|2,361,575,731.93|1,165,322,217.29
负债合计|5,656,864,045.72|4,552,308,705.48
所有者权益：||
股本|1,475,111,351.00|1,475,111,351.00
其他权益工具||
page|122
其中：优先股||
永续债||
资本公积|1,837,880,874.53|1,918,238,453.29
减：库存股||
其他综合收益|873,250,714.03|783,842,426.12
专项储备|10,828,719.41|9,137,203.18
盈余公积|773,395,307.19|771,691,604.59
一般风险准备||
未分配利润|8,161,871,167.37|7,322,453,122.54
归属于母公司所有者权益合计|13,132,338,133.53|12,280,474,160.72
少数股东权益|343,827,188.01|310,871,138.12
所有者权益合计|13,476,165,321.54|12,591,345,298.84
负债和所有者权益总计|19,133,029,367.26|17,143,654,004.32
