page|68
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|1,082,424,853.53|1,602,486,649.47
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|||
应收账款|七、5|37,081,221.96|10,032,563.56
应收款项融资|||
预付款项|七、7|113,471,253.13|98,495,087.83
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|71,056,071.68|51,130,198.49
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|857,420,668.02|668,530,970.86
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|39,752,522.60|40,274,989.71
流动资产合计||2,201,206,590.92|2,470,950,459.92
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|1,558,012,052.12|1,122,062,602.69
其他权益工具投资|七、18|6,010,722.93|6,010,722.93
其他非流动金融资产|||
投资性房地产|七、20|13,778,900.21|14,323,453.49
固定资产|七、21|1,345,199,028.18|1,143,565,288.80
在建工程|七、22|307,480,974.01|232,371,075.61
生产性生物资产|||
油气资产|||
使用权资产|||
page|69
无形资产|七、26|212,729,857.65|197,339,465.73
开发支出|||
商誉|七、28||
长期待摊费用|七、29|62,375,437.85|75,452,825.00
递延所得税资产|七、30|1,805,891.80|1,471,002.01
其他非流动资产|七、31|213,717,166.83|199,123,041.11
非流动资产合计||3,721,110,031.58|2,991,719,477.37
资产总计||5,922,316,622.50|5,462,669,937.29
流动负债：|||
短期借款|七、32|35,380,000.00|180,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|432,389,579.43|310,543,887.25
预收款项|||138,151,090.40
合同负债|七、38|149,563,427.03|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|63,182,836.16|53,502,775.91
应交税费|七、40|83,142,234.97|71,075,100.59
其他应付款|七、41|125,963,690.96|127,370,840.60
其中：应付利息|||
应付股利|七、41|351,600.00|351,600.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|14,268,212.24|
流动负债合计||903,889,980.79|880,643,694.75
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
page|70
预计负债|||
递延收益|七、51|25,461,639.44|16,484,124.29
递延所得税负债|七、30|2,620,918.22|209,460.40
其他非流动负债|||
非流动负债合计||28,082,557.66|16,693,584.69
负债合计||931,972,538.45|897,337,279.44
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|608,630,695.00|608,630,695.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|1,586,640,617.84|1,558,088,117.29
减：库存股|||
其他综合收益|七、57|-4,203,183.40|6,320,273.21
专项储备|||
盈余公积|七、59|315,582,366.09|203,167,643.93
一般风险准备|||
未分配利润|七、60|2,457,369,155.49|2,190,993,338.85
归属于母公司所有者权益（或股东权益）合计||4,964,019,651.02|4,567,200,068.28
少数股东权益||26,324,433.03|-1,867,410.43
所有者权益（或股东权益）合计||4,990,344,084.05|4,565,332,657.85
负债和所有者权益（或股东权益）总计||5,922,316,622.50|5,462,669,937.29
