page|57
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||40,724,806.29|41,049,922.90
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||205,063.17|357,039.69
收到其他与经营活动有关的现金|七、78|866,452.15|2,049,156.68
经营活动现金流入小计||41,796,321.61|43,456,119.27
购买商品、接受劳务支付的现金||20,293,400.44|20,975,951.45
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||14,598,729.72|12,784,615.58
支付的各项税费||9,622,296.42|7,141,731.01
支付其他与经营活动有关的现金|七、78|12,970,896.33|5,013,376.79
经营活动现金流出小计||57,485,322.91|45,915,674.83
经营活动产生的现金流||-15,689,001.30|-2,459,555.56
page|58
量净额|||
二、投资活动产生的现金流量：|||
收回投资收到的现金||559,395,600.00|76,527,360.00
取得投资收益收到的现金||22,348,644.61|2,053,383.94
处置固定资产、无形资产和其他长期资产收回的现金净额||600.00|212,428.20
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||520,324,361.53
投资活动现金流入小计||581,744,844.61|599,117,533.67
购建固定资产、无形资产和其他长期资产支付的现金||3,368,637.41|3,429,183.98
投资支付的现金||565,030,000.00|567,720,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|231,142.10|13,200,136.65
投资活动现金流出小计||568,629,779.51|584,349,320.63
投资活动产生的现金流量净额||13,115,065.10|14,768,213.04
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计|||
筹资活动产生的现金流量净额|||
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-2,573,936.20|12,308,657.48
加：期初现金及现金等价物余额||19,126,541.93|6,817,884.45
六、期末现金及现金等价物余额||16,552,605.73|19,126,541.93
