page|87
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,690,405,101.56|2,502,761,111.51
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||136,510,485.56|156,114,388.02
收到其他与经营活动有关的现金||45,442,081.64|47,692,830.63
经营活动现金流入小计||2,872,357,668.76|2,706,568,330.16
购买商品、接受劳务支付的现金||2,189,083,796.07|1,181,998,472.48
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||425,835,465.96|340,218,560.74
支付的各项税费||173,434,004.33|191,316,866.68
支付其他与经营活动有关的现金||260,187,652.30|225,329,626.77
经营活动现金流出小计||3,048,540,918.66|1,938,863,526.67
经营活动产生的现金流量净额||-176,183,249.90|767,704,803.49
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,839,222,708.82|575,470,352.05
取得投资收益收到的现金||5,651,756.36|
处置固定资产、无形资产和其他长期资产收回的现金净额||4,337,123.00|1,728,123.13
page|88
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,849,211,588.18|577,198,475.18
购建固定资产、无形资产和其他长期资产支付的现金||448,044,139.92|520,158,779.93
投资支付的现金||3,091,003,182.00|421,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||1,271,551.56
投资活动现金流出小计||3,539,047,321.92|942,430,331.49
投资活动产生的现金流量净额||-1,689,835,733.74|-365,231,856.31
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||2,676,735,168.57|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||364,430,796.22|552,152,518.90
收到其他与筹资活动有关的现金|||2,500,000.00
筹资活动现金流入小计||3,041,165,964.79|554,652,518.90
偿还债务支付的现金||1,114,730,777.62|471,859,050.00
分配股利、利润或偿付利息支付的现金||333,738,978.21|205,024,357.52
其中：子公司支付给少数股东的股利、利润|||16,984,390.39
支付其他与筹资活动有关的现金||22,176,933.36|151,628,433.70
筹资活动现金流出小计||1,470,646,689.19|828,511,841.22
筹资活动产生的现金流量净额||1,570,519,275.60|-273,859,322.32
四、汇率变动对现金及现金等价物的影响||-9,932,436.29|-32,612,296.22
五、现金及现金等价物净增加额||-305,432,144.33|96,001,328.64
加：期初现金及现金等价物余额||879,098,371.65|783,097,043.01
六、期末现金及现金等价物余额||573,666,227.32|879,098,371.65
