page|79
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,297,170,790.88|2,361,339,749.49
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||4,818,715.50
收到其他与经营活动有关的现金|七、78|70,862,847.68|48,786,715.56
经营活动现金流入小计||3,368,033,638.56|2,414,945,180.55
购买商品、接受劳务支付的现金||2,741,854,213.90|1,684,207,067.96
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|80
支付保单红利的现金|||
支付给职工及为职工支付的现金||223,241,774.46|195,636,780.08
支付的各项税费||252,285,372.56|173,381,151.60
支付其他与经营活动有关的现金|七、78|125,222,861.13|129,581,402.70
经营活动现金流出小计||3,342,604,222.05|2,182,806,402.34
经营活动产生的现金流量净额||25,429,416.51|232,138,778.21
二、投资活动产生的现金流量：|||
收回投资收到的现金|||468,981,876.39
取得投资收益收到的现金|||10,753,486.05
处置固定资产、无形资产和其他长期资产收回的现金净额||1,378,000.00|979,417.68
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|3,023,786.63|
投资活动现金流入小计||4,401,786.63|480,714,780.12
购建固定资产、无形资产和其他长期资产支付的现金||270,885,516.19|349,747,268.45
投资支付的现金||65,000,000.00|59,933,430.27
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|44,475.53|3,000,000.00
投资活动现金流出小计||335,929,991.72|412,680,698.72
投资活动产生的现金流量净额||-331,528,205.09|68,034,081.40
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||44,920,291.00|
其中：子公司吸收少数股东投资收到的现金||44,920,291.00|
取得借款收到的现金||858,815,629.65|528,098,053.39
发行债券所收到的现金||593,000,000.00|
收到其他与筹资活动有关的现金|七、78|10,838,654.86|28,647,889.27
筹资活动现金流入小计||1,507,574,575.51|556,745,942.66
偿还债务支付的现金||679,569,553.52|511,522,614.78
分配股利、利润或偿付利息支付的现金||98,086,667.91|65,790,637.73
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|65,984,644.03|44,983,918.12
筹资活动现金流出小计||843,640,865.46|622,297,170.63
筹资活动产生的现金流量净额||663,933,710.05|-65,551,227.97
四、汇率变动对现金及现金等价物的影响||-1,885,113.33|1,544,295.71
五、现金及现金等价物净增加额||355,949,808.14|236,165,927.35
加：期初现金及现金等价物余额||437,165,101.24|200,999,173.89
六、期末现金及现金等价物余额||793,114,909.38|437,165,101.24
