page|58
项目|附注|2019 年度|2018 年度
一、营业总收入||425,813,750.37|584,280,057.54
其中：营业收入|七、62|379,436,698.60|546,468,414.02
利息收入|七、63|46,377,051.77|37,811,643.52
已赚保费|||
手续费及佣金收入|||
二、营业总成本||361,599,895.69|633,964,581.53
其中：营业成本|七、62|218,992,761.77|383,377,283.31
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、64|7,723,315.97|11,254,035.08
销售费用|七、65|26,066,444.03|37,785,281.25
管理费用|七、66|90,032,211.73|115,798,336.09
研发费用|七、67|33,950,095.33|100,026,669.28
财务费用|七、68|-15,164,933.14|-14,277,023.48
其中：利息费用|||45,125.00
利息收入||15,090,677.31|14,037,180.85
page|59
加：其他收益|七、69|734,081.67|687,928.41
投资收益（损失以“－”号填列）|七、70|13,511,626.19|107,208,109.17
其中：对联营企业和合营企业的投资收益||12,870,624.23|9,220,412.96
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、73|-7,442,436.54|
资产减值损失（损失以“-”号填列）|七、74||-973,972,784.99
资产处置收益（损失以“－”号填列）|七、75|-204,560.25|118,737,894.10
三、营业利润（亏损以“－”号填列）||70,812,565.75|-797,023,377.30
加：营业外收入|七、76|10,653,036.00|12,699,427.28
减：营业外支出|七、77|2,562,853.24|1,093,388.35
四、利润总额（亏损总额以“－”号填列）||78,902,748.51|-785,417,338.37
减：所得税费用|七、78|10,055,060.77|58,075,607.75
五、净利润（净亏损以“－”号填列）||68,847,687.74|-843,492,946.12
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||62,573,059.77|-961,348,176.31
2.终止经营净利润（净亏损以“－”号填列）|七、80|6,274,627.97|117,855,230.19
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||66,044,968.03|-841,280,636.10
2.少数股东损益（净亏损以“-”号填列）||2,802,719.71|-2,212,310.02
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
page|60
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||68,847,687.74|-843,492,946.12
（一）归属于母公司所有者的综合收益总额||66,044,968.03|-841,280,636.10
（二）归属于少数股东的综合收益总额||2,802,719.71|-2,212,310.02
八、每股收益：|||
（一）基本每股收益(元/股)||0.06|-0.77
（二）稀释每股收益(元/股)||0.06|-0.77
