page|89
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||11,177,008,146.21|11,780,365,128.65
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||179,273,718.97|186,343,560.14
收到其他与经营活动有关的现金|七、78|1,099,870,951.55|407,410,753.00
经营活动现金流入小计||12,456,152,816.73|12,374,119,441.79
购买商品、接受劳务支付的现金||4,859,750,082.38|4,124,093,595.29
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,391,899,381.31|1,363,268,297.54
支付的各项税费||881,072,898.90|1,071,601,222.56
支付其他与经营活动有关的现金|七、78|3,763,251,442.50|4,545,019,113.94
经营活动现金流出小计||10,895,973,805.09|11,103,982,229.33
经营活动产生的现金流量净额||1,560,179,011.64|1,270,137,212.46
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,185,252.66|420,502.33
取得投资收益收到的现金||2,572,191.55|23,099,838.99
处置固定资产、无形资产和其他长期资产收回的现金净额||26,023,467.79|2,034,257.65
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|106,015.91|50,000,000.00
投资活动现金流入小计||30,886,927.91|75,554,598.97
购建固定资产、无形资产和其他长期资产支付的现金||377,978,723.11|403,821,537.94
投资支付的现金||210,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78||5,014,097.22
投资活动现金流出小计||587,978,723.11|408,835,635.16
投资活动产生的现金流量净额||-557,091,795.20|-333,281,036.19
三、筹资活动产生的现金流量：|||
page|90
项目|附注|2020年度|2019年度
吸收投资收到的现金|||1,610,577,783.30
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||3,058,000,000.00|2,577,218,361.21
收到其他与筹资活动有关的现金|七、78|295,216,705.51|323,908,927.46
筹资活动现金流入小计||3,353,216,705.51|4,511,705,071.97
偿还债务支付的现金||3,607,275,993.53|3,405,600,755.03
分配股利、利润或偿付利息支付的现金||385,923,227.95|618,654,214.29
其中：子公司支付给少数股东的股利、利润||175,604,926.38|294,152,763.47
支付其他与筹资活动有关的现金|七、78|1,325,390,180.63|628,320,102.47
筹资活动现金流出小计||5,318,589,402.11|4,652,575,071.79
筹资活动产生的现金流量净额||-1,965,372,696.60|-140,869,999.82
四、汇率变动对现金及现金等价物的影响||-44,350,694.20|9,681,551.59
五、现金及现金等价物净增加额|七、79|-1,006,636,174.36|805,667,728.04
加：期初现金及现金等价物余额|七、79|4,160,491,725.22|3,354,823,997.18
六、期末现金及现金等价物余额|七、79|3,153,855,550.86|4,160,491,725.22
