page|96
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,898,420,010.78|4,860,074,418.63
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||8,259,063.15|4,202,791.12
收到其他与经营活动有关的现金||354,933,870.35|355,929,002.50
经营活动现金流入小计||5,261,612,944.28|5,220,206,212.25
购买商品、接受劳务支付的现金||2,954,091,803.17|2,881,105,445.03
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||452,579,307.23|491,770,936.71
page|97
支付的各项税费||237,624,124.24|430,207,352.79
支付其他与经营活动有关的现金||1,015,080,640.61|573,401,499.92
经营活动现金流出小计||4,659,375,875.25|4,376,485,234.45
经营活动产生的现金流量净额||602,237,069.03|843,720,977.80
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||2,610,000.00|10,800,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||287,654,372.00|27,042,988.91
处置子公司及其他营业单位收到的现金净额|||10,915,677.76
收到其他与投资活动有关的现金||429,449,722.19|224,024,598.46
投资活动现金流入小计||719,714,094.19|272,783,265.13
购建固定资产、无形资产和其他长期资产支付的现金||431,121,642.56|422,679,106.29
投资支付的现金|||8,200,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||431,121,642.56|430,879,106.29
投资活动产生的现金流量净额||288,592,451.63|-158,095,841.16
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||22,054,372.70
其中：子公司吸收少数股东投资收到的现金|||22,054,372.70
取得借款收到的现金||4,711,976,034.02|5,497,917,140.36
收到其他与筹资活动有关的现金||45,971,606.77|694,570,771.01
筹资活动现金流入小计||4,757,947,640.79|6,214,542,284.07
偿还债务支付的现金||4,327,002,308.77|6,065,950,971.14
分配股利、利润或偿付利息支付的现金||272,250,314.66|284,893,106.16
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||467,965,313.32|787,339,899.23
筹资活动现金流出小计||5,067,217,936.75|7,138,183,976.53
筹资活动产生的现金流量净额||-309,270,295.96|-923,641,692.46
四、汇率变动对现金及现金等价物的影响||-2,363,838.46|-2,112,809.43
五、现金及现金等价物净增加额||579,195,386.24|-240,129,365.25
加：期初现金及现金等价物余额||186,171,911.53|426,301,276.78
六、期末现金及现金等价物余额||765,367,297.77|186,171,911.53
