page|83
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||2,024,620,452.83|2,616,750,261.59
结算备付金|||
拆出资金|||
交易性金融资产||50,000,000.00|116,080,000.00
衍生金融资产|||
应收票据|||
应收账款||3,920,700,103.49|3,945,385,160.97
应收款项融资||213,234,555.91|218,884,909.95
预付款项||1,054,402,414.18|485,049,608.07
page|84
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||226,224,224.79|313,164,158.49
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||2,261,219,455.77|1,317,494,119.71
合同资产||62,890,131.46|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||85,825,099.84|34,597,026.50
流动资产合计||9,899,116,438.27|9,047,405,245.28
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||183,000,000.00|240,000,000.00
长期股权投资||719,698,489.31|435,127,085.69
其他权益工具投资|||
其他非流动金融资产||670,011,363.88|394,591,296.50
投资性房地产||62,327,599.65|66,881,101.25
固定资产||913,739,668.82|613,566,407.27
在建工程||28,143,456.48|137,343,458.10
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||407,026,105.02|400,368,103.31
开发支出||106,026,108.25|111,333,574.20
商誉||804,116,242.43|1,103,271,603.24
长期待摊费用||5,443,649.30|8,688,113.68
递延所得税资产||66,317,032.56|46,580,544.65
其他非流动资产||5,125,391.76|194,540,000.00
非流动资产合计||3,970,975,107.46|3,752,291,287.89
资产总计||13,870,091,545.73|12,799,696,533.17
流动负债：|||
短期借款||3,035,700,987.62|2,984,201,795.93
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||1,889,757,557.51|2,036,078,085.96
应付账款||1,810,560,927.93|1,342,299,061.54
预收款项|||270,867,633.31
合同负债||586,974,571.35|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
page|85
代理承销证券款|||
应付职工薪酬||16,981,016.70|7,904,078.88
应交税费||125,092,754.24|208,510,165.29
其他应付款||454,412,561.94|646,478,542.29
其中：应付利息|||
应付股利||9,939,798.14|
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||62,005,933.88|465,850,419.45
其他流动负债||403,238,047.27|314,715,809.05
流动负债合计||8,384,724,358.44|8,276,905,591.70
非流动负债：|||
保险合同准备金|||
长期借款||1,063,588,477.67|166,272,916.44
应付债券||408,491,005.82|81,867,449.40
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||236,030.69|
长期应付职工薪酬|||
预计负债|||
递延收益||43,643,505.19|52,456,993.00
递延所得税负债||17,302,440.71|5,032,001.37
其他非流动负债|||
非流动负债合计||1,533,261,460.08|305,629,360.21
负债合计||9,917,985,818.52|8,582,534,951.91
所有者权益（或股东权益）：|||
实收资本（或股本）||858,782,308.00|866,298,784.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||2,398,908,981.28|2,474,239,758.35
减：库存股||605,164.05|90,773,946.46
其他综合收益||-3,939,386.45|170,872.48
专项储备|||
盈余公积||104,050,836.58|104,050,836.58
一般风险准备|||
未分配利润||221,756,168.65|630,308,626.19
归属于母公司所有者权益（或股东权益）合计||3,578,953,744.01|3,984,294,931.14
少数股东权益||373,151,983.20|232,866,650.12
所有者权益（或股东权益）合计||3,952,105,727.21|4,217,161,581.26
负债和所有者权益（或股东权益）总计||13,870,091,545.73|12,799,696,533.17
