page|61
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七.1|1,059,912,920.57|834,266,084.14
结算备付金|||
拆出资金|||
交易性金融资产|七.2|461,841,649.32|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七.3|196,240,269.73|339,283,849.99
应收账款|七.4|405,159,133.86|383,487,229.86
应收款项融资|七.5|94,835,155.05|
预付款项|七.6|61,330,185.82|59,979,878.79
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七.7|15,860,440.53|12,069,530.60
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七.8|679,355,936.06|571,257,103.73
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七.9|28,711,713.07|791,774,650.63
流动资产合计||3,003,247,404.01|2,992,118,327.74
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||50,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|七.10|50,000.00|
其他非流动金融资产|||
投资性房地产|||
固定资产|七.11|1,762,887,020.79|1,217,424,301.74
在建工程|七.12|167,847,496.90|101,156,590.41
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七.13|171,811,150.92|153,035,637.51
开发支出|||
商誉|||
长期待摊费用|||
page|62
递延所得税资产|七.14|25,188,043.74|29,409,966.85
其他非流动资产|七.15|39,244,421.13|130,518,694.19
非流动资产合计||2,167,028,133.48|1,631,595,190.70
资产总计||5,170,275,537.49|4,623,713,518.44
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七.16|432,194,205.52|417,318,785.70
应付账款|七.17|563,972,666.80|384,619,837.56
预收款项|七.18|112,504,772.63|147,443,998.16
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七.19|40,922,497.54|34,725,092.81
应交税费|七.20|27,600,781.91|13,583,409.90
其他应付款|七.21|75,592,468.95|67,810,141.66
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||1,252,787,393.35|1,065,501,265.79
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七.22|49,709,887.07|32,497,921.35
递延所得税负债|||
其他非流动负债|||
非流动负债合计||49,709,887.07|32,497,921.35
负债合计||1,302,497,280.42|1,097,999,187.14
所有者权益（或股东权益）：|||
实收资本（或股本）|七.23|594,967,747.00|424,976,962.00
其他权益工具|||
page|63
其中：优先股|||
永续债|||
资本公积|七.24|913,446,576.63|1,083,437,361.63
减：库存股|||
其他综合收益|||
专项储备|七.25|62,244,488.50|51,374,736.54
盈余公积|七.26|320,078,840.48|278,693,918.25
一般风险准备|||
未分配利润|七.27|1,977,040,604.46|1,687,231,352.88
归属于母公司所有者权益（或股东权益）合计||3,867,778,257.07|3,525,714,331.30
少数股东权益|||
所有者权益（或股东权益）合计||3,867,778,257.07|3,525,714,331.30
负债和所有者权益（或股东权益）总计||5,170,275,537.49|4,623,713,518.44
