page|67
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||20,606,920,658.82|20,367,558,830.87
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
page|68
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||39,332,236.79|46,846,025.04
收到其他与经营活动有关的现金|七、76|89,517,568.00|34,260,814.19
经营活动现金流入小计||20,735,770,463.61|20,448,665,670.10
购买商品、接受劳务支付的现金||17,522,282,473.84|16,440,604,426.45
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||995,407,097.42|976,594,425.81
支付的各项税费||889,887,957.59|1,084,057,100.10
支付其他与经营活动有关的现金|七、76|171,735,930.34|216,288,657.25
经营活动现金流出小计||19,579,313,459.19|18,717,544,609.61
经营活动产生的现金流量净额||1,156,457,004.42|1,731,121,060.49
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||563,500.00|2,153,500.00
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76|13,084,511.11|19,054,453.53
投资活动现金流入小计||13,648,011.11|21,207,953.53
购建固定资产、无形资产和其他长期资产支付的现金||82,222,543.96|79,318,758.17
投资支付的现金||2,800,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76|2,533,417.45|3,745,551.10
投资活动现金流出小计||87,555,961.41|83,064,309.27
投资活动产生的现金流量净额||-73,907,950.30|-61,856,355.74
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||7,163,274,110.86|4,103,224,732.10
收到其他与筹资活动有关的现金|七、76|598,342,154.48|
筹资活动现金流入小计||7,761,616,265.34|4,103,224,732.10
偿还债务支付的现金||8,745,635,051.75|4,371,714,698.07
分配股利、利润或偿付利息支付的现金||277,984,114.19|325,647,746.08
page|69
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|121,106,944.44|888,653,413.33
筹资活动现金流出小计||9,144,726,110.38|5,586,015,857.48
筹资活动产生的现金流量净额||-1,383,109,845.04|-1,482,791,125.38
四、汇率变动对现金及现金等价物的影响||-748,045.01|-87,972.99
五、现金及现金等价物净增加额||-301,308,835.93|186,385,606.38
加：期初现金及现金等价物余额||894,667,390.93|708,281,784.55
六、期末现金及现金等价物余额||593,358,555.00|894,667,390.93
