page|107
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||134,596,253.62|168,306,208.08
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,158,375.59|7,808,471.60
收到其他与经营活动有关的现金|七、78|66,633,101.07|51,648,815.60
经营活动现金流入小计||206,387,730.28|227,763,495.28
购买商品、接受劳务支付的现金||46,499,986.16|44,244,054.74
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||130,633,265.80|114,778,222.72
支付的各项税费||7,863,609.16|14,835,161.98
支付其他与经营活动有关的现金|七、78|99,146,088.72|111,484,215.20
经营活动现金流出小计||284,142,949.84|285,341,654.64
经营活动产生的现金流量净额||-77,755,219.56|-57,578,159.36
二、投资活动产生的现金流量：|||
收回投资收到的现金||450,688,157.70|997,967,461.47
取得投资收益收到的现金||12,202,147.94|6,760,214.42
page|108
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||462,890,305.64|1,004,727,675.89
购建固定资产、无形资产和其他长期资产支付的现金||238,660,284.14|132,169,954.08
投资支付的现金||322,959,530.00|972,315,170.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||561,619,814.14|1,104,485,124.08
投资活动产生的现金流量净额||-98,729,508.50|-99,757,448.19
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||27,021,000.00|488,117,920.00
其中：子公司吸收少数股东投资收到的现金||20,000,000.00|20,000,000.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||27,021,000.00|488,117,920.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|31,825,704.73|15,007,754.31
筹资活动现金流出小计||31,825,704.73|15,007,754.31
筹资活动产生的现金流量净额||-4,804,704.73|473,110,165.69
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-181,289,432.79|315,774,558.14
加：期初现金及现金等价物余额||468,402,017.87|152,627,459.73
六、期末现金及现金等价物余额||287,112,585.08|468,402,017.87
