page|66
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||13,882,377,667.25|13,029,382,942.76
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|174,652,816.25|116,502,596.64
经营活动现金流入小计||14,057,030,483.50|13,145,885,539.40
购买商品、接受劳务支付的现金||10,920,041,194.98|10,129,502,801.78
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金|七、78|897,791,697.50|979,386,322.03
支付的各项税费||207,067,301.97|157,493,139.46
支付其他与经营活动有关的现金||1,360,921,603.78|1,381,025,719.02
经营活动现金流出小计||13,385,821,798.23|12,647,407,982.29
经营活动产生的现金流量净额||671,208,685.27|498,477,557.11
二、投资活动产生的现金流量：|||
收回投资收到的现金|||12,721,200.00
取得投资收益收到的现金||1,100,214.54|1,861,067.81
处置固定资产、无形资产和其他长期资产收回的现金净额||82,267,148.03|13,856,161.22
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|70,063,633.06|
投资活动现金流入小计||153,430,995.63|28,438,429.03
购建固定资产、无形资产和其他长期资产支付的现金||183,044,813.58|351,125,722.29
投资支付的现金||500,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||47,473,174.44|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||231,017,988.02|351,125,722.29
投资活动产生的现金流量净额||-77,586,992.39|-322,687,293.26
page|67
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||2,934,079,533.47|2,782,121,400.00
收到其他与筹资活动有关的现金|七、78|30,725,390.88|1,103,000,000.00
筹资活动现金流入小计||2,964,804,924.35|3,885,121,400.00
偿还债务支付的现金||3,604,877,924.74|2,196,408,068.07
分配股利、利润或偿付利息支付的现金||202,580,494.44|254,612,870.35
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|600,000,000.00|2,330,725,390.88
筹资活动现金流出小计||4,407,458,419.18|4,781,746,329.30
筹资活动产生的现金流量净额||-1,442,653,494.83|-896,624,929.30
四、汇率变动对现金及现金等价物的影响||-1,188,685.68|1,096,826.78
五、现金及现金等价物净增加额||-850,220,487.63|-719,737,838.67
加：期初现金及现金等价物余额||3,811,872,740.49|4,531,610,579.16
六、期末现金及现金等价物余额||2,961,652,252.86|3,811,872,740.49
