page|81
项目|附注|2019 年度|2018 年度
一、营业总收入|七、59|2,710,639,546.19|2,344,363,705.39
其中：营业收入|七、59|2,710,639,546.19|2,344,363,705.39
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|七、59|2,626,087,819.93|2,309,420,926.32
其中：营业成本|七、59|2,100,797,438.33|1,838,914,161.90
利息支出|||
手续费及佣金支出|||
page|82
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、60|12,845,840.56|12,075,814.08
销售费用|七、61|225,884,675.14|198,148,382.69
管理费用|七、62|291,271,328.21|267,520,519.92
研发费用|七、63|8,176,540.69|3,993,583.93
财务费用|七、64|-12,888,003.00|-11,231,536.20
其中：利息费用|||
利息收入||8,285,294.90|6,838,644.53
加：其他收益|七、65|83,706,359.51|70,678,624.07
投资收益（损失以“－”号填列）  七、66||2,429,325.55|12,708,522.93
其中：对联营企业和合营企业的投资收益||-1,718,251.84|-3,129,332.07
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、68|-180.78|-115.28
信用减值损失（损失以“-”号填列）|七、69|-46,735,424.58|
资产减值损失（损失以“-”号填列）|七、70|25,389,824.90|-13,733,591.22
资产处置收益（损失以“－”号填列）|七、71|409,137.34|74,186,908.46
三、营业利润（亏损以“－”号填列）||149,750,768.20|178,783,128.03
加：营业外收入|七、72|1,270,577.94|1,490,397.97
减：营业外支出|七、73|410,143.15|1,728,102.84
四、利润总额（亏损总额以“－”号填列）||150,611,202.99|178,545,423.16
减：所得税费用|七、74|426,810.90|869,654.04
五、净利润（净亏损以“－”号填列）||150,184,392.09|177,675,769.12
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||150,184,392.09|177,675,769.12
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||148,286,660.15|177,729,899.00
2.少数股东损益（净亏损以“-”号填列）||1,897,731.94|-54,129.88
六、其他综合收益的税后净额||-182,546.40|-154,633.72
（一）归属母公司所有者的其他综合收益的税后净额||-182,546.40|-154,633.72
page|83
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-182,546.40|-154,633.72
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-202,284.72
（4）金融资产重分类计入其他综合收益的金额||-317,219.22|
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||134,672.82|47,651.00
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||150,001,845.69|177,521,135.40
（一）归属于母公司所有者的综合收益总额||148,104,113.75|177,575,265.28
（二）归属于少数股东的综合收益总额||1,897,731.94|-54,129.88
八、每股收益：|||
（一）基本每股收益(元/股)||0.27|0.32
（二）稀释每股收益(元/股)||0.27|0.32
