page|55
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,100,209,231.90|1,451,191,746.31
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||11,387,399.47|7,616,177.27
收到其他与经营活动有关的现金||177,095,995.61|102,638,170.64
经营活动现金流入小计||1,288,692,626.98|1,561,446,094.22
购买商品、接受劳务支付的现金||974,214,438.60|1,395,998,318.04
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||53,104,789.70|50,085,368.90
支付的各项税费||20,564,121.30|19,284,506.09
支付其他与经营活动有关的现金||152,808,584.05|122,567,983.81
经营活动现金流出小计||1,200,691,933.65|1,587,936,176.84
经营活动产生的现金流量净额||88,000,693.33|-26,490,082.62
二、投资活动产生的现金流量：|||
收回投资收到的现金||596,000,000.00|15,000,000.00
取得投资收益收到的现金||24,483,626.66|441,440.00
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||97,269,897.23|
投资活动现金流入小计||717,753,523.89|15,441,440.00
购建固定资产、无形资产和其他长期资产支付的现金||255,748,882.24|59,465,713.96
投资支付的现金||1,020,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||15,065.21
投资活动现金流出小计||1,275,748,882.24|59,480,779.17
page|56
投资活动产生的现金流量净额||-557,995,358.35|-44,039,339.17
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||144,313,408.50|144,711,202.82
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||144,313,408.50|144,711,202.82
筹资活动产生的现金流量净额||-144,313,408.50|-144,711,202.82
四、汇率变动对现金及现金等价物的影响||-1,705,465.49|6,792,534.60
五、现金及现金等价物净增加额||-616,013,539.01|-208,448,090.01
加：期初现金及现金等价物余额||1,001,984,874.72|1,210,432,964.73
六、期末现金及现金等价物余额||385,971,335.71|1,001,984,874.72
