page|111
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,109,102,922.42|964,559,013.43
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|21,709,508.10|29,172,408.84
收到其他与经营活动有关的现金|48,879,069.56|14,573,221.04
经营活动现金流入小计|1,179,691,500.08|1,008,304,643.31
购买商品、接受劳务支付的现金|809,970,404.91|633,517,420.66
page|112
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|122,614,182.14|105,790,702.32
支付的各项税费|32,417,983.08|32,504,014.21
支付其他与经营活动有关的现金|59,037,524.74|59,868,144.50
经营活动现金流出小计|1,024,040,094.87|831,680,281.69
经营活动产生的现金流量净额|155,651,405.21|176,624,361.62
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金||
处置固定资产、无形资产和其他长期资产收回的现金净额|131,200.00|1,757,568.65
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|131,200.00|1,757,568.65
购建固定资产、无形资产和其他长期资产支付的现金|372,135,256.66|259,369,089.88
投资支付的现金||
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|372,135,256.66|259,369,089.88
投资活动产生的现金流量净额|-372,004,056.66|-257,611,521.23
三、筹资活动产生的现金流量：||
吸收投资收到的现金|5,250,000.00|4,750,000.00
其中：子公司吸收少数股东投资收到的现金|5,250,000.00|4,750,000.00
取得借款收到的现金|394,743,212.00|269,819,464.56
page|113
收到其他与筹资活动有关的现金|98,804,213.90|283,310,269.81
筹资活动现金流入小计|498,797,425.90|557,879,734.37
偿还债务支付的现金|194,021,486.80|224,231,111.12
分配股利、利润或偿付利息支付的现金|38,737,928.67|21,058,870.28
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|113,869,774.82|131,629,557.19
筹资活动现金流出小计|346,629,190.29|376,919,538.59
筹资活动产生的现金流量净额|152,168,235.61|180,960,195.78
四、汇率变动对现金及现金等价物的影响|-5,025,234.28|2,118,871.21
五、现金及现金等价物净增加额|-69,209,650.12|102,091,907.38
加：期初现金及现金等价物余额|129,047,382.05|26,955,474.67
六、期末现金及现金等价物余额|59,837,731.93|129,047,382.05
