page|177
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||45,652,223,322.49|36,792,921,351.35
客户存款和同业存放款项净增加额||0.00|0.00
向中央银行借款净增加额||0.00|0.00
向其他金融机构拆入资金净增加额||0.00|0.00
收到原保险合同保费取得的现金||0.00|0.00
收到再保业务现金净额||0.00|0.00
保户储金及投资款净增加额||0.00|0.00
收取利息、手续费及佣金的现金||0.00|0.00
拆入资金净增加额||0.00|0.00
回购业务资金净增加额||0.00|0.00
代理买卖证券收到的现金净额||0.00|0.00
收到的税费返还||65,704,787.22|169,189,671.31
收到其他与经营活动有关的现金|七/57|4,389,033,681.52|7,287,365,614.79
经营活动现金流入小计||50,106,961,791.23|44,249,476,637.45
购买商品、接受劳务支付的现金||32,234,514,105.16|23,694,807,920.22
客户贷款及垫款净增加额||0.00|0.00
存放中央银行和同业款项净增加额||0.00|0.00
支付原保险合同赔付款项的现金||0.00|0.00
拆出资金净增加额||0.00|0.00
支付利息、手续费及佣金的现金||0.00|0.00
支付保单红利的现金||0.00|0.00
支付给职工及为职工支付的现金||2,203,361,190.88|1,395,839,308.23
支付的各项税费||4,103,221,957.17|2,817,557,202.83
支付其他与经营活动有关的现金|七/57|8,031,411,258.18|8,725,568,396.95
经营活动现金流出小计||46,572,508,511.39|36,633,772,828.23
经营活动产生的现金流量净额||3,534,453,279.84|7,615,703,809.22
二、投资活动产生的现金流量：|||
收回投资收到的现金||4,807,692,893.88|4,782,820,161.75
取得投资收益收到的现金||325,009,901.76|353,463,307.04
page|178
处置固定资产、无形资产和其他长期资产收回的现金净额||599,961.54|592,752.25
处置子公司及其他营业单位收到的现金净额||0.00|0.00
收到其他与投资活动有关的现金|七/57|44,158,680.75|22,972,116.08
投资活动现金流入小计||5,177,461,437.93|5,159,848,337.12
购建固定资产、无形资产和其他长期资产支付的现金||515,872,916.33|927,686,635.58
投资支付的现金||7,706,110,998.26|5,128,898,357.76
质押贷款净增加额||0.00|0.00
取得子公司及其他营业单位支付的现金净额||523,625,485.94|743,520,320.72
支付其他与投资活动有关的现金|七/57|13,540,024.29|798,739,685.09
投资活动现金流出小计||8,759,149,424.82|7,598,844,999.15
投资活动产生的现金流量净额||-3,581,687,986.89|-2,438,996,662.03
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||64,603,894.09|472,637,800.01
其中：子公司吸收少数股东投资收到的现金||50,469,314.09|1,500,000.00
取得借款收到的现金||8,788,443,578.53|7,137,097,677.04
发行债券收到的现金||600,000,000.00|3,000,000,000.00
收到其他与筹资活动有关的现金|七/57|0.00|90,765,152.02
筹资活动现金流入小计||9,453,047,472.62|10,700,500,629.07
偿还债务支付的现金||7,104,515,839.29|6,183,289,309.11
分配股利、利润或偿付利息支付的现金||3,286,764,140.10|1,626,618,208.03
其中：子公司支付给少数股东的股利、利润||998,328,138.68|184,756,000.00
支付其他与筹资活动有关的现金|七/57|35,798,782.76|21,527,966.25
筹资活动现金流出小计||10,427,078,762.15|7,831,435,483.39
筹资活动产生的现金流量净额||-974,031,289.53|2,869,065,145.68
四、汇率变动对现金及现金等价物的影响||-155,045,712.66|21,453,544.93
五、现金及现金等价物净增加额||-1,176,311,709.24|8,067,225,837.80
加：期初现金及现金等价物余额||16,755,393,966.21|8,688,168,128.41
六、期末现金及现金等价物余额||15,579,082,256.97|16,755,393,966.21
