page|98
项目|附注|2019 年度|2018 年度
一、营业总收入||2,953,597,322.30|2,759,293,648.67
其中：营业收入||1,270,596,592.86|1,204,333,678.16
利息收入||755,437,489.16|810,046,667.74
已赚保费|||
手续费及佣金收入||927,563,240.28|744,913,302.77
二、营业总成本||3,193,692,974.82|3,141,508,058.02
其中：营业成本||1,023,892,878.52|1,032,858,448.63
利息支出||823,051,170.06|1,013,510,063.25
手续费及佣金支出||154,652,090.31|76,012,566.72
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||23,052,893.72|26,777,091.22
销售费用||1,573,400.34|250,974.88
管理费用||1,138,445,789.50|962,582,982.36
研发费用|||
财务费用||29,024,752.37|29,515,930.96
其中：利息费用||27,965,680.00|28,336,056.74
利息收入||4,378,641.52|3,231,238.93
加：其他收益||29,606,807.03|31,131,136.76
投资收益（损失以“－”号填列）||356,409,024.40|1,090,004,466.06
其中：对联营企业和合营企业的投资收益|||-2,762,577.18
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）||411,102.29|1,006,749.99
page|99
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||509,747,296.01|-202,890,140.96
信用减值损失（损失以“-”号填列）||-422,925,779.40|
资产减值损失（损失以“-”号填列）||-20,770.83|-725,633,916.73
资产处置收益（损失以“－”号填列）||18,873,221.66|-3,882,663.37
三、营业利润（亏损以“－”号填列）||252,005,248.64|-192,478,777.60
加：营业外收入||34,170,835.88|30,016,129.58
减：营业外支出||10,747,861.48|4,278,020.38
四、利润总额（亏损总额以“－”号填列）||275,428,223.04|-166,740,668.40
减：所得税费用||29,897,313.28|9,134,426.62
五、净利润（净亏损以“－”号填列）||245,530,909.76|-175,875,095.02
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||245,530,909.76|-175,806,729.32
2.终止经营净利润（净亏损以“－”号填列）|||-68,365.70
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||245,769,868.14|-142,058,936.54
2.少数股东损益（净亏损以“-”号填列）||-238,958.38|-33,816,158.48
六、其他综合收益的税后净额||538,357,672.73|-529,369,306.31
（一）归属母公司所有者的其他综合收益的税后净额||538,357,672.73|-529,368,743.81
1．不能重分类进损益的其他综合收益||543,685,329.86|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||543,685,329.86|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-5,327,657.13|-529,368,743.81
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动||-4,936,921.18|
（3）可供出售金融资产公允价值变动损益|||-529,368,743.81
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备||-390,735.95|
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||-562.50
七、综合收益总额||783,888,582.49|-705,244,401.33
（一）归属于母公司所有者的综合收益总额||784,127,540.87|-671,427,680.35
（二）归属于少数股东的综合收益总额||-238,958.38|-33,816,720.98
八、每股收益：|||
（一）基本每股收益(元/股)||0.12|-0.07
（二）稀释每股收益(元/股)||0.12|-0.07
