page|58
项目|附注|2020 年度|2019 年度
一、营业总收入||642,078,353.23|503,302,810.95
其中：营业收入|七、（六十一）|642,078,353.23|503,302,810.95
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||639,595,222.67|499,362,625.67
其中：营业成本|七、（六十一）|544,142,563.45|397,258,763.82
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、（六十二）|7,162,364.20|2,353,435.39
销售费用|七、（六十三）|29,935,134.78|42,628,088.85
管理费用|七、（六十四）|29,209,186.12|27,176,718.58
研发费用|七、（六十五）|32,808,174.62|26,638,539.56
财务费用|七、（六十六）|-3,662,200.50|3,307,079.47
其中：利息费用||1,182,903.95|7,558,563.79
利息收入||4,571,556.00|2,820,241.12
加：其他收益|七、（六十七）|13,185,853.28|10,735,960.79
投资收益（损失以“－”号填列）|||1,924,882.35
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、（七十一）|-2,235,563.91|-3,687,422.73
资产减值损失（损失以“-”号填列）|七、（七十二）|-2,324,986.20|-1,785,276.78
资产处置收益（损失以“－”号填列）|七、（七十三）|48,637.85|1,077,495.59
三、营业利润（亏损以“－”号填列）||11,157,071.58|12,205,824.50
加：营业外收入|七、（七十四）|12,921.30|15,756.54
减：营业外支出|七、（七十五）|261,996.29|140,164.04
四、利润总额（亏损总额以“－”号||10,907,996.59|12,081,417.00
page|59
填列）|||
减：所得税费用|七、（七十六）|705,593.19|330,112.75
五、净利润（净亏损以“－”号填列）||10,202,403.40|11,751,304.25
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||10,202,403.40|11,751,304.25
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||10,202,403.40|11,751,304.25
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||2,211,163.11|4,539,933.33
（一）归属母公司所有者的其他综合收益的税后净额||2,211,163.11|4,539,933.33
1．不能重分类进损益的其他综合收益||2,211,163.11|4,539,933.33
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||2,211,163.11|4,539,933.33
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||12,413,566.51|16,291,237.58
（一）归属于母公司所有者的综合收益总额||12,413,566.51|16,291,237.58
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.0096|0.0120
（二）稀释每股收益(元/股)||0.0096|0.0120
