page|55
项目|附注|2021 年度|2020 年度
一、营业总收入||1,697,053,109.70|1,375,346,995.46
其中：营业收入||1,697,053,109.70|1,375,346,995.46
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,686,500,952.11|1,367,998,524.22
其中：营业成本||1,654,330,833.86|1,346,787,876.79
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||1,140,005.20|438,500.61
销售费用||7,940,850.65|6,084,168.98
管理费用||22,815,157.80|14,694,113.42
研发费用|||
财务费用||274,104.60|-6,135.58
其中：利息费用||639,536.64|589,134.47
利息收入||482,590.68|633,086.32
加：其他收益||16,192.17|140,642.61
投资收益（损失以“－”号填列）||52,913.39|887,969.92
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|56
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||321,973.73|-371,393.03
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||10,943,236.88|8,005,690.74
加：营业外收入||5,104,579.82|8,091,891.96
减：营业外支出|||63,159.16
四、利润总额（亏损总额以“－”号填列）||16,047,816.70|16,034,423.54
减：所得税费用|||
五、净利润（净亏损以“－”号填列）||16,047,816.70|16,034,423.54
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||16,047,816.70|16,034,423.54
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||16,047,816.70|16,034,423.54
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
page|57
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||16,047,816.70|16,034,423.54
（一）归属于母公司所有者的综合收益总额||16,047,816.70|16,034,423.54
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.0130|0.0130
（二）稀释每股收益(元/股)||0.0130|0.0130
