page|75
项目|附注|2019 年度|2018 年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,034,470,309.79|8,189,379,393.68
收到的税费返还||3,390,845.44|28,889,494.72
收到其他与经营活动有关的现金|七、78|111,555,329.73|153,502,499.66
经营活动现金流入小计||8,149,416,484.96|8,371,771,388.06
购买商品、接受劳务支付的现金||5,426,071,957.39|6,410,537,173.48
支付给职工及为职工支付的现金||677,274,962.25|579,041,141.94
支付的各项税费||312,601,522.81|239,860,467.25
支付其他与经营活动有关的现金|七、78|108,050,415.19|147,886,279.99
经营活动现金流出小计||6,523,998,857.64|7,377,325,062.66
经营活动产生的现金流量净额||1,625,417,627.32|994,446,325.40
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,015,604,805.00|
取得投资收益收到的现金||2,238,400.00|2,390,200.00
处置固定资产、无形资产和其他长期资产收回的现金净额||21,686,198.67|2,075,396.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||28,640.28
投资活动现金流入小计||1,039,529,403.67|4,494,236.28
购建固定资产、无形资产和其他长期资产支付的现金||1,066,003,711.94|753,498,709.06
投资支付的现金||60,277,225.58|
page|76
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78||28,858,708.64
投资活动现金流出小计||1,126,280,937.52|782,357,417.70
投资活动产生的现金流量净额||-86,751,533.85|-777,863,181.42
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||9,603,736,643.45|9,262,099,180.62
收到其他与筹资活动有关的现金|七、78|2,000,000.00|
筹资活动现金流入小计||9,605,736,643.45|9,262,099,180.62
偿还债务支付的现金||10,623,642,413.77|8,519,866,136.10
分配股利、利润或偿付利息支付的现金||702,007,664.15|692,760,695.56
其中：子公司支付给少数股东的股利、利润||3,000,000.00|10,000,000.00
支付其他与筹资活动有关的现金|七、78|9,346,539.10|15,456,279.27
筹资活动现金流出小计||11,334,996,617.02|9,228,083,110.93
筹资活动产生的现金流量净额||-1,729,259,973.57|34,016,069.69
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-190,593,880.10|250,599,213.67
加：期初现金及现金等价物余额||874,973,165.61|624,373,951.94
六、期末现金及现金等价物余额||684,379,285.51|874,973,165.61
