page|81
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|1,479,832,141.75|3,042,844,496.93
page|82
结算备付金|||
拆出资金|||
交易性金融资产|七、2|60,696,484.00|98,908,254.00
衍生金融资产|||
应收票据|||
应收账款|七、5|289,619,181.94|618,752,167.33
应收款项融资|||
预付款项|七、7|38,600,352.19|38,715,404.97
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|107,269,618.70|137,543,161.50
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|23,354,222,314.55|25,735,233,535.43
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|228,168,578.51|211,600,175.24
流动资产合计||25,558,408,671.64|29,883,597,195.40
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14|74,146,857.48|182,405,739.13
其他债权投资|||
长期应收款|||923,600,000.00
长期股权投资|七、17|1,976,891,587.08|1,843,214,468.90
其他权益工具投资|七、18|363,180,000.00|363,180,000.00
其他非流动金融资产|七、19|150,494,703.55|135,766,405.47
投资性房地产|七、20|3,199,568,339.11|2,693,183,250.37
固定资产|七、21|689,809,371.21|629,401,177.42
在建工程|七、22|102,832,131.11|80,618,659.72
生产性生物资产|||
油气资产|||
使用权资产|七、25|17,576,280.79|
无形资产|七、26|83,376,932.88|46,771,585.97
开发支出|||
商誉|七、28|11,796,027.25|11,796,027.25
长期待摊费用|七、29|110,118,785.79|127,990,791.29
递延所得税资产|七、30|593,069,777.23|513,407,940.02
其他非流动资产|||35,075,000.00
非流动资产合计||7,372,860,793.48|7,586,411,045.54
资产总计||32,931,269,465.12|37,470,008,240.94
流动负债：|||
短期借款|七、32|1,319,015,151.20|454,887,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
page|83
衍生金融负债|||
应付票据|||
应付账款|七、36|1,997,358,099.62|2,403,672,514.74
预收款项|七、37|23,400.00|957,193.52
合同负债|七、38|1,813,592,507.22|2,712,449,837.01
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|63,900,310.40|67,441,177.99
应交税费|七、40|222,699,277.76|378,959,196.16
其他应付款|七、41|1,515,559,161.00|1,971,038,550.14
其中：应付利息||113,307,357.48|272,594,280.10
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|4,642,072,086.47|6,902,968,837.85
其他流动负债|七、44|44,461,775.19|193,679,188.24
流动负债合计||11,618,681,768.86|15,086,053,495.65
非流动负债：|||
保险合同准备金|||
长期借款|七、45|8,099,103,977.98|10,147,861,255.34
应付债券|七、46|2,996,615,921.58|2,581,134,313.04
其中：优先股|||
永续债|||
租赁负债|七、47|9,906,663.67|
长期应付款|七、48|65,040,437.81|127,435,867.83
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|26,275,525.44|27,311,374.32
递延所得税负债||317,328,201.60|284,334,982.28
其他非流动负债|七、52|775,000,000.00|785,000,000.00
非流动负债合计||12,289,270,728.08|13,953,077,792.81
负债合计||23,907,952,496.94|29,039,131,288.46
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|1,944,686,896.00|2,061,091,430.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|731,054,684.77|1,212,629,780.87
减：库存股|七、56|406,998,192.92|1,005,552,792.92
其他综合收益|七、57|745,233,105.56|610,364,071.04
专项储备|||
盈余公积|七、59|332,374,160.35|332,374,160.35
一般风险准备|七、60|938,015.00|938,015.00
未分配利润|七、61|5,671,423,906.69|5,210,963,391.16
归属于母公司所有者权益||9,018,712,575.45|8,422,808,055.50
page|84
（或股东权益）合计|||
少数股东权益||4,604,392.73|8,068,896.98
所有者权益（或股东权益）合计||9,023,316,968.18|8,430,876,952.48
负债和所有者权益（或股东权益）总计||32,931,269,465.12|37,470,008,240.94
