page|71
项目|附注|2020 年度|2019 年度
一、营业总收入||1,692,687,909.67|3,035,439,712.77
其中：营业收入||1,692,687,909.67|3,035,439,712.77
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,956,636,006.66|2,982,973,971.45
其中：营业成本||1,578,064,507.56|2,474,699,514.56
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||11,921,446.39|28,798,234.59
销售费用||89,573,732.11|178,142,002.11
管理费用||128,717,895.29|150,197,240.33
研发费用||27,531,638.27|25,528,816.38
财务费用||120,826,787.04|125,608,163.48
其中：利息费用||110,308,673.56|132,819,914.59
利息收入||12,093,373.06|4,751,735.71
加：其他收益||23,331,009.70|28,095,325.77
投资收益（损失以“－”号填列）||28,825,535.69|19,030,187.44
page|72
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-508,404,237.92|-530,087,374.35
资产减值损失（损失以“-”号填列）||-312,198,441.72|-507,334,488.66
资产处置收益（损失以“－”号填列）||1,929,837.71|-91,408.38
三、营业利润（亏损以“－”号填列）||-1,030,464,393.53|-937,922,016.86
加：营业外收入||1,937,228.79|5,936,582.06
减：营业外支出||2,201,793.30|1,669,138.24
四、利润总额（亏损总额以“－”号填列）||-1,030,728,958.04|-933,654,573.04
减：所得税费用||13,607,021.33|20,797,133.07
五、净利润（净亏损以“－”号填列）||-1,044,335,979.37|-954,451,706.11
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-1,044,335,979.37|-954,451,706.11
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-1,022,123,750.80|-965,747,540.66
2.少数股东损益（净亏损以“-”号填列）||-22,212,228.57|11,295,834.55
六、其他综合收益的税后净额||-15,339,498.19|232,846.03
（一）归属母公司所有者的其他综合收益的税后净额||-15,339,498.19|232,846.03
1．不能重分类进损益的其他综合收益||-14,961,502.02|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-14,961,502.02|
（4）企业自身信用风险公允价值变动|||
page|73
2．将重分类进损益的其他综合收益||-377,996.17|232,846.03
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-377,996.17|232,846.03
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-1,059,675,477.56|-954,218,860.08
（一）归属于母公司所有者的综合收益总额||-1,037,463,248.99|-965,514,694.63
（二）归属于少数股东的综合收益总额||-22,212,228.57|11,295,834.55
八、每股收益：|||
（一）基本每股收益(元/股)||-1.14|-1.08
（二）稀释每股收益(元/股)||-1.14|-1.08
