page|117
项目|附注|2021 年度|2020 年度
一、营业总收入||23,972,182,745.66|20,685,414,570.86
其中：营业收入|四(42)|23,972,182,745.66|20,685,414,570.86
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||23,446,744,471.04|20,564,493,350.13
其中：营业成本|四(42)、(48)|20,029,930,393.70|17,864,420,161.75
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|四(43)|93,024,767.29|78,378,712.43
销售费用|四(44)、(48)|1,784,992,224.27|1,530,530,583.35
管理费用|四(45)、(48)|597,742,027.90|547,822,714.11
研发费用|四(46)、(48)|925,137,833.37|559,814,944.91
财务费用|四(47)|15,917,224.51|-16,473,766.42
其中：利息费用||48,445,502.47|31,639,300.40
利息收入||56,743,516.99|68,954,668.50
加：其他收益|四(49)|55,376,394.22|94,814,701.60
投资收益（损失以“－”号填列）|四(50)|-71,901,115.83|20,174,409.82
其中：对联营企业和合营企业的投资收益||-59,888,691.78|20,181,242.30
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||24,356,717.23|-2,765,410.86
信用减值损失（损失以“-”号填列）|四(51)|32,229,229.46|245,270,747.40
资产减值损失（损失以“-”号填列）|四(52)|-69,185,876.12|-61,435,087.70
资产处置收益（损失以“－”号填列）|四(53)|8,124,834.51|3,227,723.82
三、营业利润（亏损以“－”号填列）||504,438,458.09|420,208,304.81
加：营业外收入|四(54)|31,033,984.61|46,006,249.49
减：营业外支出|四(55)|7,614,821.60|5,484,406.14
page|118
四、利润总额（亏损总额以“－”号填列）||527,857,621.10|460,730,148.16
减：所得税费用|四(56)|20,841,717.32|44,045,080.95
五、净利润（净亏损以“－”号填列）||507,015,903.78|416,685,067.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||507,015,903.78|416,685,067.21
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||507,015,903.78|416,685,067.21
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|四(39)|-950,297.65|419,536.77
（一）归属母公司所有者的其他综合收益的税后净额||-950,297.65|419,536.77
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-950,297.65|419,536.77
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-950,297.65|419,536.77
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||506,065,606.13|417,104,603.98
（一）归属于母公司所有者的综合收益总额|||
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)|四(57)|0.46|0.52
（二）稀释每股收益(元/股)|四(57)|0.46|0.52
