page|82
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,000,371,978.87|3,188,861,898.28
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||280,057,583.13|252,199,214.73
收到其他与经营活动有关的现金|七、78（1）|208,949,060.41|181,506,316.73
经营活动现金流入小计||3,489,378,622.41|3,622,567,429.74
购买商品、接受劳务支付的现金||2,230,726,022.09|1,623,434,056.67
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||477,201,884.17|443,190,619.99
支付的各项税费||108,581,381.94|62,322,920.84
支付其他与经营活动有关的现金|七、78（2）|297,368,767.36|1,259,011,758.79
经营活动现金流出小计||3,113,878,055.56|3,387,959,356.29
经营活动产生的现金流量净额|七、79（1）|375,500,566.85|234,608,073.45
二、投资活动产生的现金流量：|||
收回投资收到的现金||868,574.70|9,900,000.00
取得投资收益收到的现金||55,867,534.55|27,807,329.28
处置固定资产、无形资产和其他长期资产收回的现金净额||40,299,846.73|1,247,664.71
处置子公司及其他营业单位收到的现金净额|七、79（3）|81,122,912.37|
收到其他与投资活动有关的现金|七、78（3）||77,234,610.75
投资活动现金流入小计||178,158,868.35|116,189,604.74
购建固定资产、无形资产和其他长期资产支付的现金||51,751,532.78|90,257,408.90
投资支付的现金||498,400,000.00|
质押贷款净增加额|||
page|83
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）||31,898.97
投资活动现金流出小计||550,151,532.78|90,289,307.87
投资活动产生的现金流量净额||-371,992,664.43|25,900,296.87
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||3,000,000,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||28,000,000.00|885,946,802.05
收到其他与筹资活动有关的现金|七、78（5）|863,041,647.38|451,692,014.54
筹资活动现金流入小计||891,041,647.38|4,337,638,816.59
偿还债务支付的现金||783,593,801.11|1,072,250,797.48
分配股利、利润或偿付利息支付的现金||158,207,960.74|172,584,040.53
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|205,777,734.99|1,312,449,794.84
筹资活动现金流出小计||1,147,579,496.84|2,557,284,632.85
筹资活动产生的现金流量净额||-256,537,849.46|1,780,354,183.74
四、汇率变动对现金及现金等价物的影响||-4,634,821.06|-9,274,874.53
五、现金及现金等价物净增加额|七、79（1）|-257,664,768.10|2,031,587,679.53
加：期初现金及现金等价物余额|七、79（1）|2,323,802,011.82|292,214,332.29
六、期末现金及现金等价物余额|七、79（1）|2,066,137,243.72|2,323,802,011.82
