page|83
项目|附注|2020 年度|2019 年度
一、营业总收入||3,281,112,616.81|4,170,611,468.57
其中：营业收入||3,281,112,616.81|4,170,611,468.57
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,889,885,779.65|3,787,610,695.27
其中：营业成本||2,776,132,659.00|3,714,948,352.00
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||20,020,533.97|19,040,468.35
销售费用||3,979,753.84|5,079,644.87
管理费用||50,284,406.27|43,514,701.16
研发费用||16,389,237.50|15,937,648.70
财务费用||23,079,189.07|-10,910,119.81
其中：利息费用|||
利息收入||3,876,597.14|6,702,315.99
加：其他收益||8,452,958.27|1,676,482.45
投资收益（损失以“－”号填列）||19,617,470.28|26,913,957.25
其中：对联营企业和合营企业的投资收益||40,321.38|-79,059.83
以摊余成本计量的金融资产终止确认收益|||
page|84
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-1,890,240.28|-476,392.10
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）||554,188.90|23,210.04
三、营业利润（亏损以“－”号填列）||417,961,214.33|411,138,030.94
加：营业外收入||95,877.48|6,035,666.15
减：营业外支出||5,471,630.59|177,775.71
四、利润总额（亏损总额以“－”号填列）||412,585,461.22|416,995,921.38
减：所得税费用||50,862,245.81|71,061,318.77
五、净利润（净亏损以“－”号填列）||361,723,215.41|345,934,602.61
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||361,723,215.41|345,934,602.61
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||360,197,958.90|343,331,490.63
2.少数股东损益（净亏损以“-”号填列）||1,525,256.51|2,603,111.98
六、其他综合收益的税后净额||-7,137,794.55|4,655.93
（一）归属母公司所有者的其他综合收益的税后净额||-7,137,794.55|4,655.93
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-7,137,794.55|4,655.93
（1）权益法下可转损益的其他综合收益|||
page|85
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-7,137,794.55|4,655.93
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||354,585,420.86|345,939,258.54
（一）归属于母公司所有者的综合收益总额||353,060,164.35|343,336,146.56
（二）归属于少数股东的综合收益总额||1,525,256.51|2,603,111.98
八、每股收益：|||
（一）基本每股收益(元/股)||1.6408|1.5640
（二）稀释每股收益(元/股)||1.5716|1.5640
