page|59
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||217,394,529.04|321,410,815.23
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||54,581,778.06|442,684,833.78
经营活动现金流入小计||271,976,307.10|764,095,649.01
购买商品、接受劳务支付的现金||5,135,453.73|8,403,450.24
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||24,570,267.58|22,432,056.57
支付的各项税费||42,724,158.77|29,723,079.56
支付其他与经营活动有关的现金||5,359,606.92|7,429,865.67
经营活动现金流出小计||77,789,487.00|67,988,452.04
经营活动产生的现金流量净额||194,186,820.10|696,107,196.97
二、投资活动产生的现金流量：|||
收回投资收到的现金||176,420,989.33|120,407,362.72
取得投资收益收到的现金||77,281,207.73|96,150,771.19
处置固定资产、无形资产和其||1,600.00|4,370.00
page|60
他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||472,093,646.35
投资活动现金流入小计||253,703,797.06|688,656,150.26
购建固定资产、无形资产和其他长期资产支付的现金||17,550.00|77,649.00
投资支付的现金||9,108,721.21|103,602,792.73
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||9,126,271.21|103,680,441.73
投资活动产生的现金流量净额||244,577,525.85|584,975,708.53
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||900,000,000.00|800,000,000.00
收到其他与筹资活动有关的现金|||610,000,000.00
筹资活动现金流入小计||900,000,000.00|1,410,000,000.00
偿还债务支付的现金||1,008,000,000.00|1,040,277,000.00
分配股利、利润或偿付利息支付的现金||161,952,791.44|191,643,457.81
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||315,270,000.00|200,000.00
筹资活动现金流出小计||1,485,222,791.44|1,232,120,457.81
筹资活动产生的现金流量净额||-585,222,791.44|177,879,542.19
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-146,458,445.49|1,458,962,447.69
加：期初现金及现金等价物余额||1,596,235,388.50|137,272,940.81
六、期末现金及现金等价物余额||1,449,776,943.01|1,596,235,388.50
