page|133
项目|附注|2021 年度|2020 年度
一、营业总收入||1,024,558,178.66|573,615,812.03
其中：营业收入||1,024,558,178.66|573,615,812.03
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,042,826,044.01|673,258,110.19
其中：营业成本||867,442,795.56|490,877,492.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||2,556,522.39|1,868,686.75
销售费用||31,342,631.04|39,706,201.32
管理费用||49,964,790.44|46,016,384.29
研发费用||78,562,779.75|87,402,457.56
page|134
财务费用||12,956,524.83|7,386,887.97
其中：利息费用||13,305,472.49|9,775,842.32
利息收入||568,608.65|1,319,876.71
加：其他收益||9,557,245.89|13,695,778.90
投资收益（损失以“－”号填列）||5,029,742.29|6,940,059.45
其中：对联营企业和合营企业的投资收益||349,479.53|-320,924.65
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||239,747.84|390,770.14
信用减值损失（损失以“-”号填列）||-13,220,573.10|-5,312,123.26
资产减值损失（损失以“-”号填列）||-8,701,631.95|-13,191,994.79
资产处置收益（损失以“－”号填列）|||20,060.98
三、营业利润（亏损以“－”号填列）||-25,363,334.38|-97,099,746.74
加：营业外收入||9,499.31|6,000.00
减：营业外支出||185,416.09|45,750.95
四、利润总额（亏损总额以“－”号填列）||-25,539,251.16|-97,139,497.69
减：所得税费用||-11,564,347.04|-22,074,737.08
五、净利润（净亏损以“－”号填列）||-13,974,904.12|-75,064,760.61
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-13,974,904.12|-75,064,760.61
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-12,964,008.42|-75,064,760.61
2.少数股东损益（净亏损以“-”号填列）||-1,010,895.70|
六、其他综合收益的税后净额|||
page|135
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-13,974,904.12|-75,064,760.61
（一）归属于母公司所有者的综合收益总额||-12,964,008.42|-75,064,760.61
（二）归属于少数股东的综合收益总额||-1,010,895.70|
八、每股收益：|||
（一）基本每股收益(元/股)||-0.14|-0.84
（二）稀释每股收益(元/股)||-0.14|-0.84
