page|152
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日|项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
资产：||||负债：|||
货币资金|五、1|16,294,652,918.72|15,084,867,750.32|短期借款|五、24|1,088,103,966.00|1,121,536,000.00
其中：客户资金存款|五、1|13,818,939,396.08|10,677,463,710.22|应付短期融资款|五、25|4,486,718,063.51|11,052,460,000.00
结算备付金|五、2|3,285,660,769.03|2,508,367,694.29|拆入资金|五、26|100,000,000.00|
其中：客户备付金|五、2|2,819,550,772.22|1,965,985,344.72|交易性金融负债|五、27|7,799,193,518.65|
贵金属||||以公允价值计量且其变动计入当期损益的金融负债|五、28||8,978,931,548.83
拆出资金||||衍生金融负债|五、3||
融出资金|五、4|12,309,596,128.05|10,077,567,140.86|卖出回购金融资产款|五、29|14,719,547,530.73|11,290,925,063.25
衍生金融资产||||代理买卖证券款|五、30|16,568,082,481.32|12,646,231,733.27
存出保证金|五、5|75,774,025.33|109,500,017.81|代理承销证券款|||
应收款项|五、6|637,049,750.15|323,062,939.31|应付职工薪酬|五、31|172,099,114.24|274,909,485.53
应收款项融资||||应交税费|五、32|188,700,795.93|190,310,027.40
合同资产||||应付款项|五、33|419,184,788.70|511,935,576.67
买入返售金融资产|五、7|8,071,074,462.78|10,797,390,499.83|合同负债|||
持有待售资产||||持有待售负债|||
金融投资：||||预计负债|五、34||8,060,000.00
以公允价值计量且其变动计入当期损益的金融资产|五、8||3,023,333,047.82|长期借款|五、35|447,890,000.00|438,100,000.00
交易性金融资产|五、9|16,464,138,564.50||应付债券|五、36|12,202,694,751.11|6,499,814,403.56
债权投资|五、10|812,103,966.68||其中：优先股|||
可供出售金融资产|五、11||29,685,120,791.28|永续债|||
其他债权投资|五、12|20,366,722,184.90||租赁负债|||
其他权益工具投资||||递延收益|||
持有至到期投资|五、13||662,996,592.78|递延所得税负债|五、19|60,084,972.69|1,462,963.33
长期股权投资|五、14|2,822,644,857.25|2,716,345,786.47|其他负债|五、37|70,117,312.16|376,846,274.16
投资性房地产||||负债合计||58,322,417,295.04|53,391,523,076.00
固定资产|五、15|1,289,468,790.23|1,348,479,846.87|所有者权益：|||
在建工程|五、16|79,130,833.26|68,561,745.80|股本|五、38|3,365,447,047.00|3,365,447,047.00
使用权资产||||其他权益工具|||
无形资产|五、17|48,736,655.14|55,582,674.15|其中：优先股|||
商誉|五、18|120,876,333.75|120,876,333.75|永续债|||
递延所得税资产|五、19|328,697,366.58|307,511,939.13|资本公积|五、39|12,610,173,775.88|12,610,173,775.88
其他资产|五、20|162,495,662.96|1,149,645,068.97|减：库存股|||
||||其他综合收益|五、40|219,422,736.96|-351,261,290.81
||||盈余公积|五、41|1,336,639,334.32|1,321,496,564.92
||||一般风险准备|五、42|2,737,808,876.53|2,693,082,651.87
||||未分配利润|五、43|4,565,132,948.64|4,997,394,143.44
||||归属于母公司所有者权益合计||24,834,624,719.33|24,636,332,892.30
||||少数股东权益|五、44|11,781,254.94|11,353,901.14
||||所有者权益合计||24,846,405,974.27|24,647,686,793.44
资产总计||83,168,823,269.31|78,039,209,869.44|负债和所有者权益总计||83,168,823,269.31|78,039,209,869.44
page|153
项目|附注|2019 年度|2018 年度
一、营业总收入||3,198,808,368.09|2,537,907,348.38
利息净收入|五、45|1,279,179,357.06|540,351,498.63
利息收入|五、45|2,586,332,335.44|1,921,778,992.38
利息支出|五、45|1,307,152,978.38|1,381,427,493.75
手续费及佣金净收入|五、46|1,203,254,038.00|960,437,729.49
其中：经纪业务手续费净收入|五、46|682,291,349.23|552,480,650.08
投资银行业务手续费净收入|五、46|399,840,780.99|292,140,954.18
资产管理业务手续费净收入|五、46|118,189,484.31|97,213,751.78
投资收益（损失以“－”列示）|五、47|518,271,151.11|1,612,521,173.30
其中：对联营企业和合营企业的投资收益|五、47|127,312,740.92|77,769,180.57
以摊余成本计量的金融资产终止确认产生的收益（损失以“-”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
其他收益|五、48|9,994,312.05|9,849,596.79
公允价值变动收益（损失以“－”列示）|五、49|141,544,624.91|-629,870,810.22
汇兑收益（损失以“－”列示）||5,840,975.80|8,698,777.80
其他业务收入|五、50|27,104,123.07|33,511,239.35
资产处置收益（损失以“-”号填列）|五、51|13,619,786.09|2,408,143.24
二、营业总支出||2,094,279,722.27|1,696,810,014.20
税金及附加|五、52|40,985,384.96|52,830,944.89
业务及管理费|五、53|1,669,362,955.23|1,470,443,880.95
资产减值损失|五、54||160,509,416.61
信用减值损失|五、55|368,806,864.09|
其他资产减值损失|||
其他业务成本|五、56|15,124,517.99|13,025,771.75
三、营业利润（亏损以“－”列示）||1,104,528,645.82|841,097,334.18
加：营业外收入|五、57|52,058,016.09|15,830,253.50
减：营业外支出|五、58|5,270,790.84|21,824,685.51
四、利润总额（亏损总额以“－”列示）||1,151,315,871.07|835,102,902.17
减：所得税费用|五、59|236,526,952.73|164,576,047.96
五、净利润（净亏损以“－”列示）||914,788,918.34|670,526,854.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||914,788,918.34|670,526,854.21
2.终止经营净利润（净亏损以“－”号填列）|||-
（二）按所有权属分类|||
1.归属于母公司所有者的净利润||914,361,564.54|670,370,829.86
2.少数股东损益||427,353.80|156,024.35
六、其他综合收益的税后净额||99,668,279.33|-901,932,542.24
归属母公司所有者的其他综合收益的税后净额||99,668,279.33|-901,924,810.20
（一）不能重分类进损益的其他综合收益|||-
1.重新计量设定受益计划的变动额|||-
2.权益法下不能转损益的其他综合收益|||-
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||-
5.其他|||
（二）将重分类进损益的其他综合收益||99,668,279.33|-901,924,810.20
page|154
1.权益法下可转损益的其他综合收益||153,332.93|-116,287,138.57
2.其他债权投资公允价值变动||88,193,549.28|
3.可供出售金融资产公允价值变动损益|||-847,401,185.14
4.金融资产重分类计入其他综合收益的金额|||-
5.持有至到期投资重分类为可供出售金融资产损益|||
6.其他债权投资信用损失准备||-19,465,001.62|
7.现金流量套期储备|||
8.外币财务报表折算差额||30,786,398.74|61,763,513.51
9.其他|||-
归属于少数股东的其他综合收益的税后净额|||-7,732.04
七、综合收益总额||1,014,457,197.67|-231,405,688.03
其中：归属于母公司所有者（或股东）的综合收益总额||1,014,029,843.87|-231,553,980.34
归属于少数股东的综合收益总额||427,353.80|148,292.31
八、每股收益|||
（一）基本每股收益||0.27|0.20
（二）稀释每股收益||0.27|0.20
page|155
二、投资活动产生的现金流量：|||
收回投资所收到的现金||77,086,305.45|7,278,441.33
取得投资收益收到的现金||53,172,406.59|46,602,893.59
处置固定资产、无形资产和其他长期资产收回的现金净额||11,369,218.48|7,134,283.52
处置子公司及其他营业单位收到的现金净额||-|
收到其他与投资活动有关的现金|五、60|-|
投资活动现金流入小计||141,627,930.52|61,015,618.44
投资支付的现金||65,000,000.00|275,000,000.00
购建固定资产、无形资产和其他长期资产所支付的现金||66,144,152.22|85,918,491.33
取得子公司及其他营业单位支付的现金净额||-|
支付其他与投资活动有关的现金|五、60|-|
投资活动现金流出小计||131,144,152.22|360,918,491.33
投资活动产生的现金流量净额||10,483,778.30|-299,902,872.89
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||-|
其中：子公司吸收少数股东投资收到的现金||-|
取得借款收到的现金||17,785,644,210.00|807,317,000.00
发行债券收到的现金||22,111,360,754.71|26,362,420,000.00
收到其他与筹资活动有关的现金||-|
筹资活动现金流入小计||39,897,004,964.71|27,169,737,000.00
偿还债务支付的现金||41,133,049,516.00|26,806,470,000.00
分配股利、利润或偿付利息支付的现金||1,640,707,287.76|1,426,311,157.68
其中：子公司支付给少数股东的股利、利润||-|
支付其他与筹资活动有关的现金|五、60|-|1,067,852.50
筹资活动现金流出小计||42,773,756,803.76|28,233,849,010.18
筹资活动产生的现金流量净额||-2,876,751,839.05|-1,064,112,010.18
四、汇率变动对现金的影响||70,396,909.39|70,180,140.42
五、现金及现金等价物净增加额||1,987,078,243.14|-3,741,881,249.97
加：期初现金及现金等价物余额||17,587,235,444.61|21,329,116,694.58
六、期末现金及现金等价物余额||19,574,313,687.75|17,587,235,444.61
