page|86
项目|附注|2021 年度|2020 年度
一、营业总收入||6,023,079,152.79|6,675,054,216.48
其中：营业收入|七、61|6,023,079,152.79|6,675,054,216.48
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||5,265,367,408.60|6,051,109,841.60
其中：营业成本|七、61|3,917,294,122.74|4,871,733,968.03
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|25,355,091.59|16,102,823.41
销售费用|七、63|549,113,959.79|470,838,598.78
管理费用|七、64|801,247,086.52|703,046,206.84
page|87
研发费用|七、65|25,480,917.87|32,028,929.41
财务费用|七、66|-53,123,769.91|-42,640,684.87
其中：利息费用||5,271,039.77|901,131.17
利息收入||60,711,795.65|47,430,053.52
加：其他收益|七、67|62,061,286.38|55,928,689.87
投资收益（损失以“－”号填列）|七、68|130,600,793.65|269,271,095.22
其中：对联营企业和合营企业的投资收益||3,386,309.86|1,893,891.30
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|43,701,094.35|24,422,828.25
信用减值损失（损失以“-”号填列）|七、71|-163,798,209.01|-39,749,095.11
资产减值损失（损失以“-”号填列）|七、72|-71,711,929.04|-68,280,586.55
资产处置收益（损失以“－”号填列）|七、73|18,462,369.68|18,570,969.74
三、营业利润（亏损以“－”号填列）||777,027,150.20|884,108,276.30
加：营业外收入|七、74|6,016,717.33|19,511,240.18
减：营业外支出|七、75|69,751,673.20|62,004,053.29
四、利润总额（亏损总额以“－”号填列）||713,292,194.33|841,615,463.19
减：所得税费用|七、76|13,132,488.57|30,783,737.98
五、净利润（净亏损以“－”号填列）||700,159,705.76|810,831,725.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||700,738,331.21|810,640,680.73
2.终止经营净利润（净亏损以“－”号填列）||-578,625.45|191,044.48
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||697,488,865.61|816,512,619.28
2.少数股东损益（净亏损以“-”号填列）||2,670,840.15|-5,680,894.07
六、其他综合收益的税后净额||816,927.56|2,327,412.98
（一）归属母公司所有者的其他综合收益的税后净额||816,927.56|2,327,412.98
1．不能重分类进损益的其他综合收益||816,927.56|2,327,412.98
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
page|88
（3）其他权益工具投资公允价值变动||816,927.56|2,327,412.98
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||700,976,633.32|813,159,138.19
（一）归属于母公司所有者的综合收益总额||698,305,793.17|818,840,032.26
（二）归属于少数股东的综合收益总额||2,670,840.15|-5,680,894.07
八、每股收益：|||
（一）基本每股收益(元/股)||0.57|0.67
（二）稀释每股收益(元/股)||0.57|0.67
