page|82
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|2,042,549,357.68|2,360,929,905.49
结算备付金|||
拆出资金|||
交易性金融资产|七、2|359,021,919.95|62,770,825.60
衍生金融资产|||
应收票据|七、4|19,572,360.79|354,081,331.01
应收账款|七、5|869,756,491.45|682,729,875.60
应收款项融资|||
预付款项|七、7|53,607,695.20|89,027,453.55
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|74,345,829.50|65,941,010.48
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|1,165,468,535.43|937,876,798.08
合同资产|七、10|2,743,266.38|5,177,092.53
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|4,338,485,755.03|3,909,824,745.81
流动资产合计||8,925,551,211.41|8,468,359,038.15
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|315,430,765.39|313,509,739.65
page|83
其他权益工具投资|七、18|114,067,086.64|15,394,568.52
其他非流动金融资产|七、19|322,898,155.56|305,517,057.13
投资性房地产|七、20|407,270,520.98|381,264,226.24
固定资产|七、21|1,034,891,356.27|1,043,053,277.64
在建工程|七、22|38,003,488.03|41,702,591.63
生产性生物资产|||
油气资产|||
使用权资产|七、25|94,450,057.38|
无形资产|七、26|286,491,884.91|263,143,263.09
开发支出|七、27|4,325,610.18|8,510,150.56
商誉|七、28||
长期待摊费用|七、29|60,058,121.86|62,817,908.33
递延所得税资产|七、30|13,183,236.41|19,694,445.66
其他非流动资产|七、31|74,244,084.06|22,125,996.40
非流动资产合计||2,765,314,367.67|2,476,733,224.85
资产总计||11,690,865,579.08|10,945,092,263.00
流动负债：|||
短期借款|七、32|10,000,000.00|10,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|147,189,512.42|119,402,077.48
应付账款|七、36|1,324,362,767.46|1,318,708,684.57
预收款项|七、37|13,970,839.13|13,659,460.61
合同负债|七、38|902,424,096.12|572,702,710.52
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|524,759,900.25|448,885,731.01
应交税费|七、40|39,437,069.04|40,747,876.98
其他应付款|七、41|325,178,219.68|352,245,127.68
其中：应付利息||12,083.33|12,486.11
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|39,552,819.21|
其他流动负债|七、44|14,331,948.15|11,125,124.94
流动负债合计||3,341,207,171.46|2,887,476,793.79
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|49,096,283.18|
page|84
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|98,690,332.39|116,036,620.78
递延所得税负债|七、30|4,871,084.68|11,307,234.68
其他非流动负债|||
非流动负债合计||152,657,700.25|127,343,855.46
负债合计||3,493,864,871.71|3,014,820,649.25
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|1,213,650,273.00|1,213,650,273.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|1,839,669,112.78|1,838,833,656.90
减：库存股|||
其他综合收益|七、57|3,144,340.54|2,327,412.98
专项储备|||
盈余公积|七、59|579,978,201.09|432,550,536.94
一般风险准备|||
未分配利润|七、60|4,520,584,789.12|4,395,301,183.21
归属于母公司所有者权益（或股东权益）合计||8,157,026,716.53|7,882,663,063.03
少数股东权益||39,973,990.84|47,608,550.72
所有者权益（或股东权益）合计||8,197,000,707.37|7,930,271,613.75
负债和所有者权益（或股东权益）总计||11,690,865,579.08|10,945,092,263.00
