page|88
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|6,280,796,603.13|5,703,217,183.56
其中：营业收入|七、61|6,280,796,603.13|5,703,217,183.56
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||5,689,600,227.06|5,084,563,996.53
其中：营业成本|七、61|4,668,302,779.15|4,173,620,736.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|31,185,671.54|45,270,068.56
销售费用|七、63|332,097,936.44|412,823,361.32
管理费用|七、64|205,043,063.60|238,754,443.09
研发费用|七、65|310,278,916.76|263,277,731.65
财务费用|七、66|142,691,859.57|-49,182,344.39
其中：利息费用|七、66|24,036,431.04|13,024,325.42
利息收入|七、66|38,917,255.75|43,428,368.43
加：其他收益|七、67|17,810,889.20|11,438,268.87
投资收益（损失以“－”号填列）|七、68|-2,272,905.03|-125,001.48
其中：对联营企业和合营企业的投资收益|七、68||-481,023.40
以摊余成本计量的金融资产终止确认收益|||
page|89
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|47,904,888.88|8,603,055.57
信用减值损失（损失以“-”号填列）|七、71|1,594,486.17|-5,426,287.64
资产减值损失（损失以“-”号填列）|七、72|-62,282,270.69|-68,026,196.01
资产处置收益（损失以“－”号填列）|七、73|-1,860,601.06|-182,955.05
三、营业利润（亏损以“－”号填列）||592,090,863.54|564,934,071.29
加：营业外收入|七、74|24,653,236.22|23,127,059.02
减：营业外支出|七、75|266,380,204.88|8,325,162.72
四、利润总额（亏损总额以“－”号填列）||350,363,894.88|579,735,967.59
减：所得税费用|七、76|24,212,800.49|77,464,251.22
五、净利润（净亏损以“－”号填列）||326,151,094.39|502,271,716.37
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||326,151,094.39|502,271,716.37
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||327,984,021.87|502,271,716.37
2.少数股东损益（净亏损以“-”号填列）||-1,832,927.48|
六、其他综合收益的税后净额||4,055,730.96|-622,608.36
（一）归属母公司所有者的其他综合收益的税后净额||4,055,730.96|-622,608.36
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||4,055,730.96|-622,608.36
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|90
（5）现金流量套期储备|||
（6）外币财务报表折算差额||1,105,136.20|-622,608.36
（7）其他||2,950,594.76|
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||330,206,825.35|501,649,108.01
（一）归属于母公司所有者的综合收益总额||332,039,752.83|501,649,108.01
（二）归属于少数股东的综合收益总额||-1,832,927.48|
八、每股收益：|||
（一）基本每股收益(元/股)||0.81|1.25
（二）稀释每股收益(元/股)||0.81|1.25
