page|119
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,983,428,379.08|10,294,937,004.46
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||223,944,563.71|131,187,461.62
收到其他与经营活动有关的现金|（五十）|283,466,175.96|1,513,354,886.63
经营活动现金流入小计||8,490,839,118.75|11,939,479,352.71
购买商品、接受劳务支付的现金||6,288,885,483.34|7,989,380,598.01
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|120
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||868,685,682.99|927,995,751.04
支付的各项税费||303,564,115.50|385,251,167.89
支付其他与经营活动有关的现金|（五十）|740,600,795.78|597,619,173.23
经营活动现金流出小计||8,201,736,077.61|9,900,246,690.17
经营活动产生的现金流量净额||289,103,041.14|2,039,232,662.54
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||23,240,936.48|17,150,868.25
处置固定资产、无形资产和其他长期资产收回的现金净额||13,100.00|3,771,017.60
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|（五十）|708,339,429.55|160,419,455.47
投资活动现金流入小计||731,593,466.03|181,341,341.32
购建固定资产、无形资产和其他长期资产支付的现金||1,806,619,069.52|735,481,086.84
投资支付的现金||1,247,536,600.82|441,748,369.64
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|（五十）|3,355,105.98|111,778,339.90
投资活动现金流出小计||3,057,510,776.32|1,289,007,796.38
投资活动产生的现金流量净额||-2,325,917,310.29|-1,107,666,455.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||134,400,000.00|215,280,000.00
其中：子公司吸收少数股东投资收到的现金||134,400,000.00|215,280,000.00
取得借款收到的现金||9,005,784,252.89|7,762,661,101.60
收到其他与筹资活动有关的现金|（五十）|4,570,797,242.13|2,006,376,604.88
筹资活动现金流入小计||13,710,981,495.02|9,984,317,706.48
偿还债务支付的现金||7,792,861,919.99|5,765,005,054.06
分配股利、利润或偿付利息支付的现金||453,563,307.48|543,956,146.87
其中：子公司支付给少数股东的股利、利润||12,000,000.00|23,783,120.00
支付其他与筹资活动有关的|（五十）|1,645,767,036.39|3,748,776,061.27
page|121
现金|||
筹资活动现金流出小计||9,892,192,263.86|10,057,737,262.20
筹资活动产生的现金流量净额||3,818,789,231.16|-73,419,555.72
四、汇率变动对现金及现金等价物的影响||-4,765,365.08|-9,380,954.80
五、现金及现金等价物净增加额||1,777,209,596.93|848,765,696.96
加：期初现金及现金等价物余额||2,615,048,326.10|1,766,282,629.14
六、期末现金及现金等价物余额||4,392,257,923.03|2,615,048,326.10
