page|78
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,280,893,712.97|2,467,760,435.73
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,253,729.29|9,116,107.16
收到其他与经营活动有关的现金||523,111,612.11|458,632,479.87
经营活动现金流入小计||2,807,259,054.37|2,935,509,022.76
购买商品、接受劳务支付的现金||1,425,552,010.97|1,520,627,447.57
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||740,777,946.77|720,885,245.02
支付的各项税费||137,805,189.01|269,010,909.45
支付其他与经营活动有关的现金||198,203,993.83|143,106,822.63
经营活动现金流出小计||2,502,339,140.58|2,653,630,424.67
经营活动产生的现金流量净额||304,919,913.79|281,878,598.09
二、投资活动产生的现金流量：|||
收回投资收到的现金||13,320,000.00|
取得投资收益收到的现金||2,193,412.39|1,206,804.18
处置固定资产、无形资产和其他长期资产收回的现金净额||131,813,430.40|118,069,281.61
处置子公司及其他营业单位收到的现金净额||12,182,266.93|61,618,782.61
收到其他与投资活动有关的现金||311,706.86|58,954,493.00
投资活动现金流入小计||159,820,816.58|239,849,361.40
购建固定资产、无形资产和其他长期资产支付的现金||361,741,198.82|328,760,609.64
投资支付的现金||1,960,000.00|87,760,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||363,701,198.82|416,520,609.64
投资活动产生的现金流量净额||-203,880,382.24|-176,671,248.24
page|79
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,740,000.00|350,000.00
其中：子公司吸收少数股东投资收到的现金||4,740,000.00|350,000.00
取得借款收到的现金||2,469,244,000.00|2,382,607,410.00
收到其他与筹资活动有关的现金||100,000,000.00|209,475,000.00
筹资活动现金流入小计||2,573,984,000.00|2,592,432,410.00
偿还债务支付的现金||2,309,158,495.63|2,876,200,000.00
分配股利、利润或偿付利息支付的现金||148,317,086.19|157,686,494.42
其中：子公司支付给少数股东的股利、利润||9,247,547.68|6,385,892.24
支付其他与筹资活动有关的现金||68,248,079.35|324,206,594.82
筹资活动现金流出小计||2,525,723,661.17|3,358,093,089.24
筹资活动产生的现金流量净额||48,260,338.83|-765,660,679.24
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||149,299,870.38|-660,453,329.39
加：期初现金及现金等价物余额||542,764,154.27|1,203,217,483.66
六、期末现金及现金等价物余额||692,064,024.65|542,764,154.27
