page|61
项目|附注|2019 年度|2018 年度
一、营业总收入|五（二十九）|373,959,757.87|2,008,505,977.41
其中：营业收入||373,959,757.87|2,008,505,977.41
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,014,379,411.66|2,050,432,885.73
其中：营业成本|五（二十九）|386,488,812.86|1,726,507,956.70
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五（三十）|8,346,799.98|14,694,382.31
销售费用|五（三十一）|12,840,081.09|103,627,228.75
管理费用|五（三十二）|604,432,365.78|158,656,112.95
研发费用|五（三十三）|2,018,656.73|4,628,784.37
财务费用|五（三十四）|252,695.22|42,318,420.65
其中：利息费用||1,443,867.99|36,216,548.24
利息收入||1,235,744.78|648,797.01
page|62
加：其他收益|五（三十五）|3,801,343.10|7,166,144.62
投资收益（损失以“－”号填列）|五（三十六）||-66,430.97
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|五（三十七）|-54,261,788.85|
资产减值损失（损失以“-”号填列）|五（三十八）|-15,027,894.82|-469,055,482.48
资产处置收益（损失以“－”号填列）|五（三十九）|-835,042,374.60|25,903,863.63
三、营业利润（亏损以“－”号填列）||-1,540,950,368.96|-477,978,813.52
加：营业外收入|五（四十）|69,821,188.99|1,226,606,141.63
减：营业外支出|五（四十一）|499,864,579.15|267,089,128.74
四、利润总额（亏损总额以“－”号填列）||-1,970,993,759.12|481,538,199.37
减：所得税费用|五（四十二）|-94,745,197.86|105,836,579.66
五、净利润（净亏损以“－”号填列）||-1,876,248,561.26|375,701,619.71
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-1,806,172,978.55|488,798,531.75
2.终止经营净利润（净亏损以“－”号填列）||-70,075,582.71|-113,096,912.04
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-1,867,008,703.24|390,303,020.62
2.少数股东损益（净亏损以“-”号填列）||-9,239,858.02|-14,601,400.91
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
page|63
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-1,876,248,561.26|375,701,619.71
（一）归属于母公司所有者的综合收益总额||-1,867,008,703.24|390,303,020.62
（二）归属于少数股东的综合收益总额||-9,239,858.02|-14,601,400.91
八、每股收益：|||
（一）基本每股收益(元/股)||-2.34|0.90
（二）稀释每股收益(元/股)|||
