page|114
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,359,404,251.19|6,268,712,054.68
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||33,344,421.09|1,787,406.55
收到其他与经营活动有关的现金|七、78|58,895,859.53|60,131,825.68
经营活动现金流入小计||8,451,644,531.81|6,330,631,286.91
购买商品、接受劳务支付的现金||3,813,253,188.38|3,076,586,112.62
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
page|115
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||889,560,856.09|694,068,458.97
支付的各项税费||860,444,030.65|652,091,516.68
支付其他与经营活动有关的现金|七、78|811,542,419.02|567,522,045.67
经营活动现金流出小计||6,374,800,494.14|4,990,268,133.94
经营活动产生的现金流量净额|七、79|2,076,844,037.67|1,340,363,152.97
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,800,000,000.00|830,000,000.00
取得投资收益收到的现金||19,440,293.66|9,803,946.50
处置固定资产、无形资产和其他长期资产收回的现金净额||3,202,146.07|848,717.44
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|6,698,600.00|2,134,620.43
投资活动现金流入小计||1,829,341,039.73|842,787,284.37
购建固定资产、无形资产和其他长期资产支付的现金||609,483,991.45|645,368,822.28
投资支付的现金||4,777,000,000.00|970,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|6,118,670.08|68,812.60
投资活动现金流出小计||5,392,602,661.53|1,615,437,634.88
投资活动产生的现金流量净额||-3,563,261,621.80|-772,650,350.51
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,851,262,700.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||637,500,000.00|523,884,438.74
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||2,488,762,700.00|523,884,438.74
偿还债务支付的现金||431,525,000.00|297,059,438.74
分配股利、利润或偿付利息支付的现金||626,666,079.81|556,381,903.86
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|123,794,011.87|4,476,769.39
筹资活动现金流出小计||1,181,985,091.68|857,918,111.99
page|116
筹资活动产生的现金流量净额||1,306,777,608.32|-334,033,673.25
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-179,639,975.81|233,679,129.21
加：期初现金及现金等价物余额||1,178,774,830.35|945,095,701.14
六、期末现金及现金等价物余额||999,134,854.54|1,178,774,830.35
