page|84
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,776,372,200.12|1,752,969,887.78
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七.78（1）|82,125,699.08|62,721,328.52
经营活动现金流入小计||1,858,497,899.20|1,815,691,216.30
购买商品、接受劳务支付的现金||734,418,330.32|832,778,999.76
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||631,944,879.44|648,847,316.48
支付的各项税费||109,704,763.80|88,510,004.69
支付其他与经营活动有关的现金|七.78（2）|126,480,288.74|93,464,325.47
经营活动现金流出小计||1,602,548,262.30|1,663,600,646.40
经营活动产生的现金流量净额||255,949,636.90|152,090,569.90
二、投资活动产生的现金流量：|||
收回投资收到的现金||40,064,266.35|7,522,000.00
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||486,440.01|788,423.06
处置子公司及其他营业单位收到的现金净额|||177,045.47
收到其他与投资活动有关的现金|七.78（3）|400,464,599.23|451,898,183.65
投资活动现金流入小计||441,015,305.59|460,385,652.18
购建固定资产、无形资产和其他长期资产支付的现金||147,829,442.61|64,866,315.28
投资支付的现金||12,000,000.00|60,186,900.00
质押贷款净增加额|||
page|85
取得子公司及其他营业单位支付的现金净额||40,834,966.80|46,231,179.60
支付其他与投资活动有关的现金|七.78（4）|385,926,993.65|438,787,292.67
投资活动现金流出小计||586,591,403.06|610,071,687.55
投资活动产生的现金流量净额||-145,576,097.47|-149,686,035.37
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||46,600,000.00|115,400,000.00
收到其他与筹资活动有关的现金|七.78（5）|19,507,756.22|48,102,932.00
筹资活动现金流入小计||66,107,756.22|163,502,932.00
偿还债务支付的现金||45,500,000.00|
分配股利、利润或偿付利息支付的现金||127,680,405.10|84,838,864.17
其中：子公司支付给少数股东的股利、利润||7,438,169.00|2,927,155.52
支付其他与筹资活动有关的现金|七.78（6）|872,556.00|30,599,424.64
筹资活动现金流出小计||174,052,961.10|115,438,288.81
筹资活动产生的现金流量净额||-107,945,204.88|48,064,643.19
四、汇率变动对现金及现金等价物的影响||-14.52|2,297.66
五、现金及现金等价物净增加额||2,428,320.03|50,471,475.38
加：期初现金及现金等价物余额||235,228,143.94|184,756,668.56
六、期末现金及现金等价物余额||237,656,463.97|235,228,143.94
