page|67
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|6,059,536,690.30|5,211,242,709.81
其中：营业收入|七、61|6,059,536,690.30|5,211,242,709.81
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,034,974,126.46|5,017,572,506.70
其中：营业成本|七、61|5,400,828,018.35|4,316,834,710.35
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|34,503,249.15|36,519,906.23
销售费用|七、63|85,742,022.85|106,141,877.50
管理费用|七、64|166,806,735.54|162,264,389.70
研发费用|七、65|276,387,233.71|289,239,836.97
财务费用|七、66|70,706,866.86|106,571,785.95
其中：利息费用||47,216,056.59|63,103,688.67
利息收入||7,893,628.31|6,757,461.06
加：其他收益|七、67|37,769,930.61|44,697,914.46
投资收益（损失以“－”号填列）|七、68|-20,964,444.29|-7,947,660.54
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融||-21,825,231.00|-7,947,660.54
page|68
资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-9,750,641.92|-11,940,271.34
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|七、73|350,435.35|5,947,138.07
三、营业利润（亏损以“－”号填列）||31,967,843.59|224,427,323.76
加：营业外收入|七、74|2,428,584.44|1,197,323.00
减：营业外支出|七、75|5,742,346.15|7,038,521.81
四、利润总额（亏损总额以“－”号填列）||28,654,081.88|218,586,124.95
减：所得税费用|七、76|-243,247.93|26,515,764.51
五、净利润（净亏损以“－”号填列）||28,897,329.81|192,070,360.44
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||28,897,329.81|192,070,360.44
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||31,884,063.41|109,921,427.98
2.少数股东损益（净亏损以“-”号填列）||-2,986,733.60|82,148,932.46
六、其他综合收益的税后净额||476,312.06|1,210,457.23
（一）归属母公司所有者的其他综合收益的税后净额||476,312.06|605,712.80
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||476,312.06|605,712.80
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综|||
page|69
合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||476,312.06|605,712.80
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||604,744.43
七、综合收益总额||29,373,641.87|193,280,817.67
（一）归属于母公司所有者的综合收益总额||32,360,375.47|110,527,140.78
（二）归属于少数股东的综合收益总额||-2,986,733.60|82,753,676.89
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|0.0624|0.3664
（二）稀释每股收益(元/股)|十八、2|0.0624|0.3664
