page|120
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||17,759,576,029.25|18,218,466,974.67
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
page|121
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||263,911,366.27|144,039,081.88
收到其他与经营活动有关的现金||323,449,787.55|466,045,363.05
经营活动现金流入小计||18,346,937,183.07|18,828,551,419.60
购买商品、接受劳务支付的现金||14,904,922,665.77|13,988,748,362.03
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,261,867,968.92|1,274,676,314.97
支付的各项税费||277,706,499.90|838,447,635.26
支付其他与经营活动有关的现金||913,750,754.08|844,279,763.54
经营活动现金流出小计||17,358,247,888.67|16,946,152,075.80
经营活动产生的现金流量净额||988,689,294.40|1,882,399,343.80
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,882,400.00|1,862,826.05
取得投资收益收到的现金||68,869,395.37|86,133,399.56
处置固定资产、无形资产和其他长期资产收回的现金净额||18,109,291.97|20,463,998.59
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||4,073,552,897.42|11,566,889,168.00
投资活动现金流入小计||4,167,413,984.76|11,675,349,392.20
购建固定资产、无形资产和其他长期资产支付的现金||1,885,368,168.52|1,757,428,333.14
投资支付的现金||160,241,254.00|50,750,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||3,318,091,122.99|11,575,520,803.42
投资活动现金流出小计||5,363,700,545.51|13,383,699,136.56
投资活动产生的现金流量净额||-1,196,286,560.75|-1,708,349,744.36
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||40,801,267.50|4,300,000.00
其中：子公司吸收少数股东投资收到的现金||40,801,267.50|4,300,000.00
取得借款收到的现金||620,780,000.00|94,600,000.00
收到其他与筹资活动有关的现金||6,524,768.34|
筹资活动现金流入小计||668,106,035.84|98,900,000.00
偿还债务支付的现金||66,969,440.00|163,168,111.17
分配股利、利润或偿付利息支付的||411,935,395.59|417,329,881.87
page|122
现金|||
其中：子公司支付给少数股东的股利、利润||73,403,810.46|2,450,000.00
支付其他与筹资活动有关的现金||128,558,352.53|278,047,624.14
筹资活动现金流出小计||607,463,188.12|858,545,617.18
筹资活动产生的现金流量净额||60,642,847.72|-759,645,617.18
四、汇率变动对现金及现金等价物的影响||-69,473,780.33|22,842,664.47
五、现金及现金等价物净增加额||-216,428,198.96|-562,753,353.27
加：期初现金及现金等价物余额||1,743,056,154.07|2,305,809,507.34
六、期末现金及现金等价物余额||1,526,627,955.11|1,743,056,154.07
