page|103
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||416,368,849|345,757,256
收到的税费返还||354,583|596,003
收到其他与经营活动有关的现金|七 68(1)|5,340,090|3,503,233
经营活动现金流入小计||422,063,522|349,856,492
购买商品、接受劳务支付的现金||340,872,351|285,987,017
支付给职工以及为职工支付的现金||25,296,206|24,033,117
支付的各项税费||10,236,827|10,637,238
支付其他与经营活动有关的现金|七 68(2)|17,626,433|11,621,187
经营活动现金流出小计||394,031,817|332,278,559
经营活动产生的现金流量净额|七 69(1)|28,031,705|17,577,933
二、投资活动产生的现金流量：|||
收回投资收到的现金||199,798|288,755
取得投资收益收到的现金||327,537|383,519
处置固定资产、无形资产和其他长期资产收回的现金净额||152,769|605,682
处置子公司及其他营业单位收到的现金净额|七 69(2)|58,568|296,180
收到其他与投资活动有关的现金|七 68(3)|1,071,994|2,267,182
投资活动现金流入小计||1,810,666|3,841,318
购建固定资产、无形资产和其他长期资产支付的现金||3,743,025|4,109,974
投资支付的现金||4,120,134|9,566,721
支付其他与投资活动有关的现金|七 68(4)|6,234,940|-
投资活动现金流出小计||14,098,099|13,676,695
投资活动产生的现金流量净额||(12,287,433)|(9,835,377)
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||31,464,045|13,254,229
其中：子公司吸收少数股东投资收到的现金||23,964,045|254,229
发行永续债收到的现金||7,500,000|13,000,000
取得借款收到的现金||101,155,602|114,990,724
收到其他与筹资活动有关的现金|七 68(5)|932,237|-
筹资活动现金流入小计||133,551,884|128,244,953
偿还债务支付的现金||117,429,893|124,701,867
分配股利、利润或偿付利息支付的现金||8,107,723|8,927,210
其中：子公司支付给少数股东的股利、利润||899,891|429,326
支付其他与筹资活动有关的现金|七 68(6)|13,325,548|3,765,993
筹资活动现金流出小计||138,863,164|137,395,070
筹资活动产生的现金流量净额||(5,311,280)|(9,150,117)
四、汇率变动对现金及现金等价物的影响||(82,590)|71,459
五、现金及现金等价物净增加额||10,350,402|(1,336,102)
加：年初现金及现金等价物余额||31,814,900|33,151,002
六、年末现金及现金等价物余额|七 69(3)|42,165,302|31,814,900
