page|78
项目|附注|2019 年度|2018 年度
一、营业总收入||1,786,087,637.91|979,934,731.76
其中：营业收入||1,786,087,637.91|979,934,731.76
利息收入|||
page|79
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,726,031,966.39|913,663,509.87
其中：营业成本||1,439,069,047.90|731,631,546.24
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||9,401,772.94|5,568,224.42
销售费用||124,792,147.98|76,535,490.32
管理费用||44,533,602.73|36,868,125.39
研发费用||62,078,170.33|29,462,290.39
财务费用||46,157,224.51|33,597,833.11
其中：利息费用||46,343,176.59|27,490,869.10
利息收入||3,544,876.99|3,268,941.64
加：其他收益||4,603,034.83|553,766.67
投资收益（损失以“－”号填列）||716,947.35|15,067,943.78
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||1,247,395.54|
信用减值损失（损失以“-”号填列）||-6,950,510.04|
资产减值损失（损失以“-”号填列）||-5,851,938.70|-11,947,616.90
资产处置收益（损失以“－”号填列）||-1,195,791.18|25,763.11
三、营业利润（亏损以“－”号填列）||52,624,809.32|69,971,078.55
加：营业外收入||1,479,938.30|949,199.99
减：营业外支出||14,725,673.88|2,480,352.28
四、利润总额（亏损总额以“－”号填列）||39,379,073.74|68,439,926.26
减：所得税费用||1,270,482.20|8,140,956.06
五、净利润（净亏损以“－”号填列）||38,108,591.54|60,298,970.20
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||38,108,591.54|60,298,970.20
2.终止经营净利润（净亏损以“－”号填列）|||
page|80
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||37,431,985.80|60,748,911.64
2.少数股东损益（净亏损以“-”号填列）||676,605.74|-449,941.44
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||38,108,591.54|60,298,970.20
（一）归属于母公司所有者的综合收益总额||37,431,985.80|60,748,911.64
（二）归属于少数股东的综合收益总额||676,605.74|-449,941.44
八、每股收益：|||
（一）基本每股收益(元/股)||0.30|0.48
（二）稀释每股收益(元/股)||0.30|0.48
