page|64
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,722,065,517.20|7,232,376,558.45
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
page|65
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||204,206,928.13|178,529,006.67
收到其他与经营活动有关的现金||447,010,588.36|179,829,367.39
经营活动现金流入小计||9,373,283,033.69|7,590,734,932.51
购买商品、接受劳务支付的现金||7,318,622,528.05|5,520,285,490.40
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||880,667,482.51|678,802,745.69
支付的各项税费||385,207,450.18|289,187,209.02
支付其他与经营活动有关的现金||667,251,234.56|1,091,884,551.62
经营活动现金流出小计||9,251,748,695.30|7,580,159,996.73
经营活动产生的现金流量净额||121,534,338.39|10,574,935.78
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,987,347.11|126,264,331.30
取得投资收益收到的现金||725,829.14|
处置固定资产、无形资产和其他长期资产收回的现金净额||487,781,992.48|147,185.95
处置子公司及其他营业单位收到的现金净额||6,944,137.50|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||499,439,306.23|126,411,517.25
购建固定资产、无形资产和其他长期资产支付的现金||305,316,633.75|392,637,643.35
投资支付的现金||9,000,000.00|13,680,970.22
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||314,316,633.75|406,318,613.57
page|66
投资活动产生的现金流量净额||185,122,672.48|-279,907,096.32
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||750,704,333.25|1,156,697,865.53
收到其他与筹资活动有关的现金||564,000.00|
筹资活动现金流入小计||751,268,333.25|1,156,697,865.53
偿还债务支付的现金||574,574,430.83|1,131,488,140.19
分配股利、利润或偿付利息支付的现金||269,504,028.86|158,762,338.74
其中：子公司支付给少数股东的股利、利润||94,208,000.00|5,940,000.00
支付其他与筹资活动有关的现金||3,270,386.62|23,433,242.54
筹资活动现金流出小计||847,348,846.31|1,313,683,721.47
筹资活动产生的现金流量净额||-96,080,513.06|-156,985,855.94
四、汇率变动对现金及现金等价物的影响||-1,111,502.89|-12,731,865.31
五、现金及现金等价物净增加额||209,464,994.92|-439,049,881.79
加：期初现金及现金等价物余额||916,749,677.31|1,355,799,559.10
六、期末现金及现金等价物余额||1,126,214,672.23|916,749,677.31
