page|83
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,715,011,751.62|1,242,752,975.66
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||6,845.42
收到其他与经营活动有关的现金|七、78|34,272,360.64|15,239,338.68
经营活动现金流入小计||1,749,284,112.26|1,257,999,159.76
购买商品、接受劳务支付的现金||688,422,628.08|550,376,849.75
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|84
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||452,721,538.24|423,850,509.40
支付的各项税费||127,895,983.30|165,972,809.24
支付其他与经营活动有关的现金|七、78|75,545,115.40|66,209,412.51
经营活动现金流出小计||1,344,585,265.02|1,206,409,580.90
经营活动产生的现金流量净额||404,698,847.24|51,589,578.86
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,740,000,000.00|1,370,000,000.00
取得投资收益收到的现金||19,564,751.64|17,481,252.86
处置固定资产、无形资产和其他长期资产收回的现金净额||244,437.37|201,836.89
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,759,809,189.01|1,387,683,089.75
购建固定资产、无形资产和其他长期资产支付的现金||98,720,338.31|110,649,347.43
投资支付的现金||1,356,000,000.00|1,454,650,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,454,720,338.31|1,565,299,347.43
投资活动产生的现金流量净额||305,088,850.70|-177,616,257.68
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||4,050,000.00
其中：子公司吸收少数股东投资收到的现金|||4,050,000.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||4,050,000.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||99,999,393.60|133,116,075.96
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||99,999,393.60|133,116,075.96
筹资活动产生的现金流量净额||-99,999,393.60|-129,066,075.96
四、汇率变动对现金及现金等价物的影响||-0.49|0.63
五、现金及现金等价物净增加额||609,788,303.85|-255,092,754.15
加：期初现金及现金等价物余额||470,584,064|725,676,818.15
六、期末现金及现金等价物余额||1,080,372,367.85|470,584,064.00
