page|67
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||297,878,363.82|494,124,513.14
结算备付金|||
拆出资金|||
交易性金融资产||4,558,111,454.79|-
以公允价值计量且其变动计入当期损益的金融资产||-|-
衍生金融资产|||
应收票据||612,851.77|983,419.00
应收账款||475,862,909.71|610,731,991.17
应收款项融资||54,489,304.42|-
预付款项||22,405,680.91|10,727,511.02
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||32,640,758.82|35,634,276.30
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||798,886,170.76|889,789,353.89
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||35,888,957.82|3,543,260,556.04
流动资产合计||6,276,776,452.82|5,585,251,620.56
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产||-|150,000,000.00
其他债权投资|||
page|68
持有至到期投资|||
长期应收款|||
长期股权投资||133,855,686.78|103,885,187.06
其他权益工具投资||204,750,000.00|-
其他非流动金融资产||-|-
投资性房地产||92,221,338.22|100,785,119.88
固定资产||1,036,602,066.85|1,049,970,854.78
在建工程||21,420,043.17|12,430,567.31
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||125,378,633.22|130,936,899.21
开发支出|||
商誉||-|1,819,845.85
长期待摊费用||43,851,232.63|42,346,834.71
递延所得税资产||117,827,799.68|79,599,791.27
其他非流动资产||54,721,538.42|76,418,591.22
非流动资产合计||1,830,628,338.97|1,748,193,691.29
资产总计||8,107,404,791.79|7,333,445,311.85
流动负债：|||
短期借款||259,617,491.93|198,157,137.76
向中央银行借款|||
拆入资金|||
交易性金融负债||1,523,107.60|-
以公允价值计量且其变动计入当期损益的金融负债||-|1,290,437.12
衍生金融负债||-|-
应付票据||54,865,934.49|167,482,773.56
应付账款||1,273,208,205.17|1,202,636,479.17
预收款项||111,742,881.20|130,009,835.11
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
page|69
应付职工薪酬||267,805,422.24|268,389,221.01
应交税费||84,358,502.20|99,284,581.68
其他应付款||274,368,692.93|264,663,690.20
其中：应付利息||674,394.42|1,031,682.87
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债||-|-
一年内到期的非流动负债||12,695,517.37|1,994,533.85
其他流动负债||723,645,778.39|651,098,716.64
流动负债合计||3,063,831,533.52|2,985,007,406.10
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||-
长期应付职工薪酬|||
预计负债|||
递延收益||10,763,456.76|7,250,654.00
递延所得税负债||2,559,398.51|-
其他非流动负债||13,790,248.51|3,430,000.00
非流动负债合计||27,113,103.78|10,680,654.00
负债合计||3,090,944,637.30|2,995,688,060.10
所有者权益（或股东权益）：|||
实收资本（或股本）||756,063,755.00|756,130,055.00
其他权益工具||-|-
其中：优先股|||
永续债|||
资本公积||958,269,039.44|953,710,978.81
减：库存股||39,971,166.67|48,970,200.00
page|70
其他综合收益||46,066,412.83|-7,781,899.66
专项储备|||
盈余公积||400,338,803.84|321,857,232.01
一般风险准备||-|-
未分配利润||2,894,765,965.79|2,362,326,596.52
归属于母公司所有者权益（或股东权益）合计||5,015,532,810.23|4,337,272,762.68
少数股东权益||927,344.26|484,489.07
所有者权益（或股东权益）合计||5,016,460,154.49|4,337,757,251.75
负债和所有者权益（或股东权益）总计||8,107,404,791.79|7,333,445,311.85
