page|88
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,376,492,342.33|5,903,039,831.23
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
|收到其他与经营活动有关的现金  七、78（1）|419,029,419.11|372,293,229.06
经营活动现金流入小计||7,795,521,761.44|6,275,333,060.29
购买商品、接受劳务支付的现金||7,948,923,605.54|4,159,908,016.95
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||222,006,143.38|175,832,970.67
支付的各项税费||183,975,890.86|194,619,960.38
|支付其他与经营活动有关的现金  七、78（2）|176,246,824.41|541,885,928.55
经营活动现金流出小计||8,531,152,464.19|5,072,246,876.55
经营活动产生的现金流量净额||-735,630,702.75|1,203,086,183.74
二、投资活动产生的现金流量：|||
收回投资收到的现金||9,375,000,000.00|9,276,000,000.00
取得投资收益收到的现金||272,551,623.81|147,336,604.46
处置固定资产、无形资产和其他长期资产收回的现金净额||1,770,615.18|200,000.00
处置子公司及其他营业单位收到的现金净额|||
|收到其他与投资活动有关的现金  七、78（3）|268,646,802.04|393,131,740.83
投资活动现金流入小计||9,917,969,041.03|9,816,668,345.29
购建固定资产、无形资产和其他长期资产支付的现金||36,599,852.90|23,671,429.56
投资支付的现金||10,134,000,000.00|7,804,700,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
|支付其他与投资活动有关的现金  七、78（4）|508,482,864.90|793,830,667.61
投资活动现金流出小计||10,679,082,717.80|8,622,202,097.17
page|89
项目|附注|2020年度|2019年度
投资活动产生的现金流量净额||-761,113,676.77|1,194,466,248.12
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,058,290,000.00|100,000,000.00
|收到其他与筹资活动有关的现金  七、78（5）||
筹资活动现金流入小计||1,058,290,000.00|100,000,000.00
偿还债务支付的现金||441,000,000.00|50,000,000.00
分配股利、利润或偿付利息支付的现金||170,654,092.98|179,622,127.17
其中：子公司支付给少数股东的股利、利润|||
|支付其他与筹资活动有关的现金  七、78（6）||24,205,382.60
筹资活动现金流出小计||611,654,092.98|253,827,509.77
筹资活动产生的现金流量净额||446,635,907.02|-153,827,509.77
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-1,050,108,472.50|2,243,724,922.09
加：期初现金及现金等价物余额||4,333,309,800.94|2,089,584,878.85
六、期末现金及现金等价物余额||3,283,201,328.44|4,333,309,800.94
