page|94
项目|附注|2021 年度|2020 年度
一、营业总收入||448,980,306,081.65|401,955,481,174.69
其中：营业收入||448,325,490,624.37|401,180,654,966.12
利息收入||603,044,513.01|771,760,172.31
已赚保费|||
手续费及佣金收入||51,770,944.27|3,066,036.26
二、营业总成本||430,166,795,817.04|383,903,686,439.81
其中：营业成本||389,566,215,186.93|344,083,259,868.59
利息支出||192,162,926.88|158,563,303.32
手续费及佣金支出||6,126,258.74|6,895,163.73
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||1,821,078,217.81|2,255,744,458.27
销售费用||1,371,716,172.69|1,078,148,730.70
管理费用||13,285,593,815.58|11,479,260,598.50
研发费用||16,088,296,279.68|15,268,922,394.27
财务费用||7,835,606,958.73|9,572,891,922.43
其中：利息费用||11,980,262,124.96|10,142,024,232.17
利息收入||6,313,804,285.94|3,414,432,660.02
加：其他收益||426,256,933.75|515,380,581.77
投资收益（损失以“－”号填列）||651,125,072.59|3,103,283,964.21
其中：对联营企业和合营企业的投资收益||2,004,658,737.26|602,783,852.42
以摊余成本计量的金融资产终止确认收益||-1,671,114,315.00|-1,163,536,345.09
汇兑收益（损失以“－”号填列）||-831,496.67|-2,745,936.62
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-10,377,708.40|19,774,778.86
page|95
信用减值损失（损失以“-”号填列）||-2,928,445,746.94|-3,408,295,270.77
资产减值损失（损失以“-”号填列）||-808,915,727.21|-2,175,428,384.91
资产处置收益（损失以“－”号填列）||449,363,737.45|124,160,795.49
三、营业利润（亏损以“－”号填列）||16,591,685,329.18|16,227,925,262.91
加：营业外收入||412,556,231.41|316,920,003.84
减：营业外支出||255,547,794.30|338,124,927.56
四、利润总额（亏损总额以“－”号填列）||16,748,693,766.29|16,206,720,339.19
减：所得税费用||3,290,914,820.69|3,470,905,862.93
五、净利润（净亏损以“－”号填列）||13,457,778,945.60|12,735,814,476.26
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||13,457,778,945.60|12,735,814,476.26
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||8,632,095,909.43|7,987,168,430.79
2.少数股东损益（净亏损以“-”号填列）||4,825,683,036.17|4,748,646,045.47
六、其他综合收益的税后净额||-483,787,797.42|-1,462,424,301.26
（一）归属母公司所有者的其他综合收益的税后净额||-460,073,824.17|-1,349,294,565.28
1．不能重分类进损益的其他综合收益||-3,954,735.28|-168,040,184.84
（1）重新计量设定受益计划变动额||33,389,904.26|18,812,490.50
（2）权益法下不能转损益的其他综合收益||-|0.00
（3）其他权益工具投资公允价值变动||-37,344,639.54|-186,852,675.34
（4）企业自身信用风险公允价值变动||-|0.00
2．将重分类进损益的其他综合收益||-456,119,088.89|-1,181,254,380.44
（1）权益法下可转损益的其他综合收益||-60,776,731.32|-118,573,170.68
（2）其他债权投资公允价值变动|||0.00
（3）金融资产重分类计入其他综合收益的金额|||0.00
（4）其他债权投资信用减值准备|||0.00
（5）现金流量套期储备||21,005,732.70|-16,655,402.34
（6）外币财务报表折算差额||-427,238,033.64|-1,069,030,398.04
（7）其他||10,889,943.37|23,004,590.62
（二）归属于少数股东的其他综合收益的税后净额||-23,713,973.25|-113,129,735.98
七、综合收益总额||12,973,991,148.18|11,273,390,175.00
（一）归属于母公司所有者的综合收益总额||8,172,022,085.26|6,637,873,865.51
（二）归属于少数股东的综合收益总额||4,801,969,062.92|4,635,516,309.49
八、每股收益：|||
（一）基本每股收益(元/股)||0.4979|0.4632
（二）稀释每股收益(元/股)||0.4979|0.4632
