page|108
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||193,864,372.40|160,724,146.78
收到的税费返还||13,704,032.95|16,941,410.30
收到其他与经营活动有关的现金|七、76|25,253,313.67|15,187,871.55
经营活动现金流入小计||232,821,719.02|192,853,428.63
购买商品、接受劳务支付的现金||105,518,599.31|125,464,302.14
支付给职工及为职工支付的现金||47,709,236.39|40,712,168.71
支付的各项税费||14,504,865.55|14,476,113.85
支付其他与经营活动有关的现金|七、76|52,854,064.88|40,516,390.65
经营活动现金流出小计||220,586,766.13|221,168,975.35
经营活动产生的现金流量净额||12,234,952.89|-28,315,546.72
二、投资活动产生的现金流量：|||
收回投资收到的现金||123,000,000.00|228,000,000.00
取得投资收益收到的现金||278,570.69|1,852,265.61
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76|141,154.52|
投资活动现金流入小计||123,419,725.21|229,852,265.61
购建固定资产、无形资产和其他长期资产支付的现金||22,099,532.46|4,236,842.28
投资支付的现金||363,000,000.00|218,000,000.00
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||385,099,532.46|222,236,842.28
投资活动产生的现金流量净额||-261,679,807.25|7,615,423.33
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||518,123,349.06|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||518,123,349.06|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||3,780,000.00
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计|||3,780,000.00
筹资活动产生的现金流量净额||518,123,349.06|-3,780,000.00
四、汇率变动对现金及现金等价物的影响||17,996.38|135,063.47
page|109
五、现金及现金等价物净增加额||268,696,491.08|-24,345,059.92
加：期初现金及现金等价物余额||54,713,974.31|79,059,034.23
六、期末现金及现金等价物余额||323,410,465.39|54,713,974.31
