page|153
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|627,164,748.44|186,735,690.21
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金|2,360,375.90|8,048,427.38
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|323.88|13,393,882.26
收到其他与经营活动有关的现金|105,956,767.88|37,782,460.37
经营活动现金流入小计|735,482,216.10|245,960,460.22
page|154
购买商品、接受劳务支付的现金|619,889,017.49|186,236,100.90
客户贷款及垫款净增加额|-10,684,872.95|-40,533,000.00
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金|1,220,434.72|6,283,469.29
支付保单红利的现金||
支付给职工以及为职工支付的现金|12,909,839.70|26,912,005.89
支付的各项税费|9,711,203.39|9,188,903.41
支付其他与经营活动有关的现金|110,809,428.66|41,797,784.96
经营活动现金流出小计|743,855,051.01|229,885,264.45
经营活动产生的现金流量净额|-8,372,834.91|16,075,195.77
二、投资活动产生的现金流量：||
收回投资收到的现金|105,308,346.58|
取得投资收益收到的现金|371,131.29|206,871.51
处置固定资产、无形资产和其他长期资产收回的现金净额|168,973.09|55,331.54
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||275,712,000.00
投资活动现金流入小计|105,848,450.96|275,974,203.05
购建固定资产、无形资产和其他长期资产支付的现金|3,168,792.09|374,165.00
投资支付的现金||
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金|107,753,000.00|258,200,000.00
投资活动现金流出小计|110,921,792.09|258,574,165.00
page|155
投资活动产生的现金流量净额|-5,073,341.13|17,400,038.05
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|150,000,000.00|101,000,000.00
收到其他与筹资活动有关的现金||
筹资活动现金流入小计|150,000,000.00|101,000,000.00
偿还债务支付的现金|145,302,548.54|138,430,565.13
分配股利、利润或偿付利息支付的现金||3,118,030.03
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|124,701.15|4,001.19
筹资活动现金流出小计|145,427,249.69|141,552,596.35
筹资活动产生的现金流量净额|4,572,750.31|-40,552,596.35
四、汇率变动对现金及现金等价物的影响||
五、现金及现金等价物净增加额|-8,873,425.73|-7,077,362.53
加：期初现金及现金等价物余额|23,622,513.55|30,699,876.08
六、期末现金及现金等价物余额|14,749,087.82|23,622,513.55
