page|81
项目|附注|2020 年度|2019 年度
一、营业总收入||332,042,713.81|258,763,584.39
其中：营业收入||332,042,713.81|258,763,584.39
利息收入|||
page|82
已赚保费|||
手续费及佣金收入|||
二、营业总成本||328,574,339.31|304,888,034.20
其中：营业成本||251,351,578.07|219,866,179.12
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||6,935,721.25|7,131,360.38
销售费用||13,418,075.56|17,913,800.14
管理费用||44,103,990.65|50,239,466.91
研发费用||10,832,577.24|9,527,894.25
财务费用||1,932,396.54|209,333.40
其中：利息费用||2,712,129.86|1,790,890.80
利息收入||1,180,328.56|2,494,298.17
加：其他收益||15,475,635.34|9,218,910.28
投资收益（损失以“－”号填列）||-6,701,249.83|-15,748,876.03
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-970,334.55|-3,794,055.00
资产减值损失（损失以“-”号填列）||-1,094,076.71|-21,070,594.75
资产处置收益（损失以“－”号填列）||2,552,166.32|19,252.32
三、营业利润（亏损以“－”号填列）||12,730,515.07|-77,499,812.99
加：营业外收入||1,005,297.17|28,412.97
减：营业外支出||127,172.13|211,028.05
四、利润总额（亏损总额以“－”号填列）||13,608,640.11|-77,682,428.07
减：所得税费用||2,300,082.15|1,433,288.14
五、净利润（净亏损以“－”号填列）||11,308,557.96|-79,115,716.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||11,308,557.96|-79,115,716.21
2.终止经营净利润（净亏损以“－”号填列）|||
page|83
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||8,297,725.34|-72,504,726.56
2.少数股东损益（净亏损以“-”号填列）||3,010,832.62|-6,610,989.65
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||11,308,557.96|-79,115,716.21
（一）归属于母公司所有者的综合收益总额||8,297,725.34|-72,504,726.56
（二）归属于少数股东的综合收益总额||3,010,832.62|-6,610,989.65
八、每股收益：|||
（一）基本每股收益(元/股)||0.05|-0.46
（二）稀释每股收益(元/股)||0.05|-0.46
