page|80
项目|附注|2019 年度|2018 年度
一、营业总收入||3,437,821,912.85|2,546,747,619.88
其中：营业收入||3,437,821,912.85|2,546,747,619.88
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,338,459,239.42|3,429,569,441.58
其中：营业成本||2,884,867,755.69|2,924,843,078.04
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||28,376,622.21|24,772,993.82
销售费用||57,231,978.73|57,767,228.54
管理费用||126,083,528.72|139,924,630.68
研发费用||30,615,713.30|37,737,420.37
财务费用||211,283,640.77|244,524,090.13
其中：利息费用||225,181,414.47|253,572,193.72
利息收入||18,090,805.00|14,040,462.23
加：其他收益||48,114,447.92|18,356,235.89
投资收益（损失以“－”号填列）||6,473,710.38|2,682,350.24
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-34,587,311.16|
资产减值损失（损失以“-”号填列）||-27,232,044.44|-611,441,341.08
资产处置收益（损失以“－”号填列）||449,880.00|516,197.10
三、营业利润（亏损以“－”号填列）||92,581,356.13|-1,472,708,379.55
加：营业外收入||4,940,907.19|5,673,571.73
减：营业外支出||388,843.53|455,159.63
四、利润总额（亏损总额以“－”号填列）||97,133,419.79|-1,467,489,967.45
减：所得税费用||8,423,258.27|14,790,643.91
五、净利润（净亏损以“－”号填列）||88,710,161.52|-1,482,280,611.36
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||88,710,161.52|-1,482,280,611.36
2.终止经营净利润（净亏损以“－”号|||
page|81
填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||56,392,473.85|-1,508,761,989.09
2.少数股东损益（净亏损以“-”号填列）||32,317,687.67|26,481,377.73
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||88,710,161.52|-1,482,280,611.36
（一）归属于母公司所有者的综合收益总额||56,392,473.85|-1,508,761,989.09
（二）归属于少数股东的综合收益总额||32,317,687.67|26,481,377.73
八、每股收益：|||
（一）基本每股收益(元/股)||0.0536|-1.4349
（二）稀释每股收益(元/股)||0.0536|-1.4349
