page|61
项目|附注|2019 年度|2018 年度
一、营业总收入||11,159,508,671.32|10,816,301,273.24
其中：营业收入||11,159,508,671.32|10,816,301,273.24
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||10,936,360,994.26|10,421,261,842.21
其中：营业成本||9,820,715,993.72|9,286,627,860.41
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||70,102,270.65|105,681,299.51
销售费用||427,753,665.02|392,307,344.35
管理费用||280,159,190.89|270,971,287.66
研发费用||235,117,155.43|183,629,903.59
财务费用||102,512,718.55|182,044,146.69
其中：利息费用||133,339,943.26|145,419,041.66
利息收入||22,041,163.30|19,916,862.80
加：其他收益||55,250,333.51|9,834,861.38
投资收益（损失以“－”号填列）||23,390,431.39|25,020,324.18
其中：对联营企业和合营企业的投资收益||23,390,431.39|22,598,679.20
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||28,419,432.56|-25,220,535.58
page|62
资产减值损失（损失以“-”号填列）||-49,230,966.70|-55,840,508.56
资产处置收益（损失以“－”号填列）||327,239.22|814,109.01
三、营业利润（亏损以“－”号填列）||281,304,147.04|349,647,681.46
加：营业外收入||22,674,314.55|11,956,378.89
减：营业外支出||16,081,901.27|8,117,320.19
四、利润总额（亏损总额以“－”号填列）||287,896,560.32|353,486,740.16
减：所得税费用||58,139,767.52|95,190,491.31
五、净利润（净亏损以“－”号填列）||229,756,792.80|258,296,248.85
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||229,756,792.80|258,296,248.85
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||228,500,748.41|286,332,137.92
2.少数股东损益（净亏损以“-”号填列）||1,256,044.39|-28,035,889.07
六、其他综合收益的税后净额||-2,014,671.30|-6,061,094.71
（一）归属母公司所有者的其他综合收益的税后净额||-2,014,671.30|-6,061,094.71
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-2,014,671.30|-6,061,094.71
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||-2,014,671.30|-6,061,094.71
page|63
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||227,742,121.50|252,235,154.14
（一）归属于母公司所有者的综合收益总额||226,486,077.11|280,271,043.21
（二）归属于少数股东的综合收益总额||1,256,044.39|-28,035,889.07
八、每股收益：|||
（一）基本每股收益(元/股)||0.1684|0.2110
（二）稀释每股收益(元/股)||0.1684|0.2110
