page|70
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|5,070,197,374.46|4,178,261,750.08
结算备付金|||
拆出资金|||
交易性金融资产|七、2|76,013,001.50|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七、4|1,453,117,882.27|1,185,849,944.80
应收账款|七、5|12,411,215,595.01|11,396,709,367.29
应收款项融资|七、6|18,829,797.12|
预付款项|七、7|442,943,709.34|442,758,379.37
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|880,926,813.06|1,488,633,142.82
其中：应收利息||8,358,139.91|
应收股利|||16,227,126.22
买入返售金融资产|||
存货|七、9|2,146,262,003.73|2,159,757,435.39
持有待售资产|||
一年内到期的非流动资产|七、11|34,200,000.00|6,605,200.00
其他流动资产|七、12|699,557,623.66|805,749,111.40
page|71
流动资产合计||23,233,263,800.15|21,664,324,331.15
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||1,966,178,888.85
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|七、16|84,277,300.61|81,336,568.83
其他权益工具投资|七、17|1,391,799,818.05|
其他非流动金融资产|七、18|766,404,678.25|
投资性房地产|七、19|23,063,952.34|19,073,935.96
固定资产|七、20|1,082,496,113.15|1,070,866,464.14
在建工程|七、21|2,327,531.37|
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、25|670,883,215.94|832,567,192.28
开发支出|||
商誉|七、27|826,535,191.11|1,122,637,133.85
长期待摊费用|七、28|105,204,427.31|82,897,839.20
递延所得税资产|七、29|428,303,153.45|439,840,125.17
其他非流动资产|七、30|19,653,288.50|9,000,000.00
非流动资产合计||5,400,948,670.08|5,624,398,148.28
资产总计||28,634,212,470.23|27,288,722,479.43
流动负债：|||
短期借款|七、31|3,274,630,260.85|3,010,106,439.01
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七、34|4,516,917,588.23|3,829,690,605.13
应付账款|七、35|8,080,809,317.91|7,324,977,025.29
预收款项|七、36|1,266,095,079.80|1,684,595,968.93
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、37|384,356,775.82|341,068,889.41
应交税费|七、38|118,098,865.06|96,373,177.93
其他应付款|七、39|130,203,229.07|149,135,816.16
其中：应付利息||17,667,990.98|22,029,887.12
应付股利|||336,838.03
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
page|72
一年内到期的非流动负债|七、41|274,123,093.85|
其他流动负债|七、42|640,868,088.98|1,130,483,684.44
流动负债合计||18,686,102,299.57|17,566,431,606.30
非流动负债：|||
保险合同准备金|||
长期借款|七、43|428,305,032.85|618,947,274.82
应付债券|七、44|199,509,331.89|99,485,785.59
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、46|130,339,967.58|
长期应付职工薪酬|||
预计负债|七、48||3,904,836.00
递延收益|七、49|44,616,285.85|53,010,406.53
递延所得税负债|七、29|31,901,667.35|64,812,650.46
其他非流动负债|||
非流动负债合计||834,672,285.52|840,160,953.40
负债合计||19,520,774,585.09|18,406,592,559.70
所有者权益（或股东权益）：|||
实收资本（或股本）|七、51|1,154,050,000.00|1,154,050,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、53|4,019,440,032.94|4,096,912,394.93
减：库存股|七、54|156,911,311.53|82,842,876.17
其他综合收益|七、55|-102,386,098.11|-495,648,813.09
专项储备|||
盈余公积|七、57|254,461,119.15|245,340,323.66
一般风险准备|||
未分配利润|七、58|2,620,662,919.22|2,699,951,668.11
归属于母公司所有者权益（或股东权益）合计||7,789,316,661.67|7,617,762,697.44
少数股东权益||1,324,121,223.47|1,264,367,222.29
所有者权益（或股东权益）合计||9,113,437,885.14|8,882,129,919.73
负债和所有者权益（或股东权益）总计||28,634,212,470.23|27,288,722,479.43
