page|104
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||12,701,384,937.57  22,690,616,089.82
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||345,786,752.35|1,077,425,452.52
收到其他与经营活动有关的现金||604,464,132.32|2,592,935,993.75
经营活动现金流入小计|||13,651,635,822.24  26,360,977,536.09
购买商品、接受劳务支付的现金|||13,050,575,441.50  19,356,192,281.32
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,104,648,371.79|2,238,441,280.91
支付的各项税费||79,255,904.78|197,499,866.38
支付其他与经营活动有关的现金||441,563,525.14|833,290,106.52
经营活动现金流出小计|||14,676,043,243.21  22,625,423,535.13
经营活动产生的现金流量净额||-1,024,407,420.97|3,735,554,000.96
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,447,000,680.00|900,000,000.00
取得投资收益收到的现金||20,526,297.04|36,541,732.71
page|105
处置固定资产、无形资产和其他长期资产收回的现金净额||5,423,297.25|749,425.99
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||2,573,106,643.15|4,074,104,657.87
投资活动现金流入小计||5,046,056,917.44|5,011,395,816.57
购建固定资产、无形资产和其他长期资产支付的现金||455,564,930.47|870,294,161.46
投资支付的现金||2,285,863,170.41|929,210,860.24
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||10,706,417.69|990,000.00
支付其他与投资活动有关的现金||5,764,627,360.28|5,995,598,386.76
投资活动现金流出小计||8,516,761,878.85|7,796,093,408.46
投资活动产生的现金流量净额|||-3,470,704,961.41  -2,784,697,591.89
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||1,200,000.00
其中：子公司吸收少数股东投资收到的现金|||1,200,000.00
取得借款收到的现金|||4,984,337,446.91  16,262,450,494.07
收到其他与筹资活动有关的现金||60,000,000.00|253,000,000.00
筹资活动现金流入小计|||5,044,337,446.91  16,516,650,494.07
偿还债务支付的现金|||5,339,372,119.50  14,929,331,399.85
分配股利、利润或偿付利息支付的现金||155,521,616.39|377,214,387.52
其中：子公司支付给少数股东的股利、利润||568,544.37|
支付其他与筹资活动有关的现金||5,954,257.75|19,067,561.81
筹资活动现金流出小计|||5,500,847,993.64  15,325,613,349.18
筹资活动产生的现金流量净额||-456,510,546.73|1,191,037,144.89
四、汇率变动对现金及现金等价物的影响||-12,500,753.57|4,781,881.94
五、现金及现金等价物净增加额||-4,964,123,682.68|2,146,675,435.90
加：期初现金及现金等价物余额||10,683,490,790.99|8,536,815,355.09
六、期末现金及现金等价物余额|||5,719,367,108.31  10,683,490,790.99
