page|57
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||64,488,648,079.97|69,412,208,718.46
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||38,242,439.86|18,705,778.04
收到其他与经营活动有关的现金|76|458,350,708.50|658,400,007.87
经营活动现金流入小计||64,985,241,228.33|70,089,314,504.37
购买商品、接受劳务支付的现金||49,129,556,778.26|56,202,400,991.42
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||3,151,906,835.96|3,017,057,879.03
支付的各项税费||2,958,090,681.98|3,088,473,642.08
支付其他与经营活动有关的现金|76|717,775,978.55|1,007,169,304.65
经营活动现金流出小计||55,957,330,274.75|63,315,101,817.18
经营活动产生的现金流量净额||9,027,910,953.58|6,774,212,687.19
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,901,945,652.05|560,835,591.47
取得投资收益收到的现金||2,334,968,847.90|2,646,560,376.68
处置固定资产、无形资产和其他长期资产收回的现金净额||86,879,561.86|14,915,256.18
处置子公司及其他营业单位收到的现金净额||-2,000.00|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||4,323,792,061.81|3,222,311,224.33
购建固定资产、无形资产和其他长期资产支付的现金||1,752,576,338.88|2,091,207,205.08
投资支付的现金||1,637,588,472.24|2,493,617,234.44
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||530,516,757.43
支付其他与投资活动有关的现金|||
投资活动现金流出小计||3,390,164,811.12|5,115,341,196.95
投资活动产生的现金流量净额||933,627,250.69|-1,893,029,972.62
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||308,692,159.80|114,477,700.00
其中：子公司吸收少数股东投资收到的现金||308,692,159.80|114,477,700.00
取得借款收到的现金||9,499,000,000.00|7,141,000,000.00
收到其他与筹资活动有关的现金|76|456,633,972.63|162,489,394.91
筹资活动现金流入小计||10,264,326,132.43|7,417,967,094.91
偿还债务支付的现金||10,341,756,667.00|8,412,790,000.00
分配股利、利润或偿付利息支付的现金||4,232,027,679.44|4,189,101,211.33
其中：子公司支付给少数股东的股利、利润||348,258,127.83|454,171,022.89
支付其他与筹资活动有关的现金|76|996,083,206.86|717,460,670.21
筹资活动现金流出小计||15,569,867,553.30|13,319,351,881.54
筹资活动产生的现金流量净额||-5,305,541,420.87|-5,901,384,786.63
page|58
四、汇率变动对现金及现金等价物的影响||5,787,341.34|241,088.63
五、现金及现金等价物净增加额||4,661,784,124.74|-1,019,960,983.43
加：期初现金及现金等价物余额||11,787,854,853.32|12,807,815,836.75
六、期末现金及现金等价物余额||16,449,638,978.06|11,787,854,853.32
