page|60
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||450,536,281.82|452,625,273.09
交易性金融资产|||
衍生金融资产|||
应收票据||45,744,743.11|56,233,577.68
应收账款||42,057,185.15|55,983,557.45
应收款项融资|||
预付款项||244,090.80|927,618.02
其他应收款||343,303.20|883,457.11
其中：应收利息|||
应收股利|||
存货||93,254,209.33|102,904,288.14
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||2,971,445.82|6,188,757.10
流动资产合计||635,151,259.23|675,746,528.59
非流动资产：|||
债权投资|||
page|61
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||123,595,331.16|130,192,514.10
在建工程||1,425,547.83|864,282.90
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||11,207,124.11|11,618,636.91
开发支出|||812,264.20
商誉|||
长期待摊费用|||
递延所得税资产||2,869,522.77|2,908,084.34
其他非流动资产||3,061,091.03|2,018,454.45
非流动资产合计||142,158,616.90|148,414,236.90
资产总计||777,309,876.13|824,160,765.49
流动负债：|||
短期借款|||
交易性金融负债|||
衍生金融负债|||
应付票据||5,007,253.85|9,172,887.83
应付账款||12,507,138.24|22,465,133.81
预收款项|||97,681.16
合同负债||54,729.31|
应付职工薪酬||1,200.00|1,200.00
应交税费||762,729.96|1,860,028.12
其他应付款||2,563,221.72|1,947,556.77
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||33,011.22
流动负债合计||20,896,273.08|35,577,498.91
非流动负债：|||
长期借款|||
应付债券|||73,283,623.58
其中：优先股|||
永续债|||
租赁负债|||
page|62
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计|||73,283,623.58
负债合计||20,896,273.08|108,861,122.49
所有者权益（或股东权益）：|||
实收资本（或股本）||562,079,807.00|453,335,227.00
其他权益工具|||28,852,553.66
其中：优先股|||
永续债|||
资本公积||84,234,477.74|93,360,545.64
减：库存股|||
其他综合收益|||
