page|62
项目|附注|2020 年度|2019 年度
一、营业收入||84,542,423.71|138,100,071.92
减：营业成本||50,311,382.49|71,698,497.07
税金及附加||1,455,678.83|1,666,255.26
销售费用||11,447,202.01|18,552,809.86
管理费用||6,878,943.04|11,663,239.72
研发费用||12,630,001.67|15,289,454.45
财务费用||3,619,810.33|12,737,415.73
其中：利息费用||4,516,434.74|12,763,962.98
利息收入||1,152,684.81|315,599.13
加：其他收益||8,118,196.27|11,398,180.92
page|63
投资收益（损失以“－”号填列）||9,841,487.09|11,171,421.28
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||317,375.09|-1,779,569.57
资产减值损失（损失以“-”号填列）||-70,118.31|-646,380.91
资产处置收益（损失以“－”号填列）|||
二、营业利润（亏损以“－”号填列）||16,406,345.48|26,636,051.55
加：营业外收入|||211.65
减：营业外支出|||
三、利润总额（亏损总额以“－”号填列）||16,406,345.48|26,636,263.20
减：所得税费用||711,050.27|3,785,277.24
四、净利润（净亏损以“－”号填列）||15,695,295.21|22,850,985.96
（一）持续经营净利润（净亏损以“－”号填列）||15,695,295.21|22,850,985.96
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
page|64
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||15,695,295.21|22,850,985.96
七、每股收益：|||
（一）基本每股收益(元/股)||0.03|0.04
（二）稀释每股收益(元/股)||0.03|0.04
