page|113
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|5,686,920,373.25|4,265,437,976.64
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,275,514,772.62|1,821,553,153.54
衍生金融资产|七、3|108,254,540.00|
应收票据|||
应收账款|七、5|828,585,056.51|970,120,612.03
应收款项融资|七、6|5,581,049,073.02|4,302,671,733.70
预付款项|七、7|743,725,964.96|284,661,396.82
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|241,106,011.31|71,876,458.04
其中：应收利息|||
应收股利||104,970,568.42|
买入返售金融资产|||
存货|七、9|6,891,736,684.61|5,881,590,788.26
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|583,605,322.82|487,483,028.32
流动资产合计||21,940,497,799.10|18,085,395,147.35
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|七、16|21,712,131.04|10,509,162.00
长期股权投资|七、17|1,816,748,015.87|2,056,992,324.94
其他权益工具投资|七、18|255,309,712.13|394,767,250.00
其他非流动金融资产|七、19|269,455,994.15|174,386,101.48
投资性房地产|||
固定资产|七、21|19,140,487,840.72|19,017,263,840.43
在建工程|七、22|2,400,717,011.53|2,356,990,285.41
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|1,090,985,462.25|871,642,727.78
开发支出|||
商誉|七、28|206,824,872.31|9,945,193.65
长期待摊费用||4,587,046.70|4,355,477.13
page|114
递延所得税资产|七、30|320,204,924.23|541,070,678.08
其他非流动资产|七、31|438,755,120.68|97,195,312.50
非流动资产合计||25,965,788,131.61|25,535,118,353.40
资产总计||47,906,285,930.71|43,620,513,500.75
流动负债：|||
短期借款|七、32|4,498,990,988.12|3,436,057,270.37
向中央银行借款|||
拆入资金|||
交易性金融负债|七、33|32,032,680.55|3,467,845.16
衍生金融负债|七、34||9,871,022.99
应付票据|七、35|4,977,550,987.78|6,189,414,608.34
应付账款|七、36|4,266,603,720.86|3,812,452,688.94
预收款项|七、37||3,580,255,819.98
合同负债|七、38|4,002,102,890.71|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|758,996,333.31|744,130,781.37
应交税费|七、40|374,603,384.29|393,448,786.88
其他应付款|七、41|370,023,051.96|300,520,089.03
其中：应付利息|||
应付股利|||5,259,223.81
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|182,500,000.00|101,000,000.00
其他流动负债|七、44|871,384,494.76|762,156,881.53
流动负债合计||20,334,788,532.34|19,332,775,794.59
非流动负债：|||
保险合同准备金|||
长期借款|七、45|1,246,115,910.75|845,200,820.84
应付债券|七、46|1,540,067,331.53|1,026,522,045.55
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、48|868,200.00|822,100.00
长期应付职工薪酬|||
预计负债|七、50|61,133,812.14|54,759,171.46
递延收益|七、51|456,214,339.62|380,452,558.28
递延所得税负债|七、30|119,293,997.60|48,964,655.12
其他非流动负债|||
非流动负债合计||3,423,693,591.64|2,356,721,351.25
负债合计||23,758,482,123.98|21,689,497,145.84
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|6,146,206,011.00|4,429,468,457.00
其他权益工具|||
其中：优先股|||
page|115
永续债|||
资本公积|七、55|5,519,308,528.90|1,874,569,484.14
减：库存股|七、56|74,999,116.98|33,759,174.00
其他综合收益|七、57|174,452,500.93|58,930,670.73
专项储备|七、58|3,999,949.68|8,303,114.73
盈余公积|七、59|1,236,590,586.17|1,165,305,811.90
一般风险准备|||
未分配利润|七、60|10,724,694,552.05|9,273,971,044.07
归属于母公司所有者权益（或股东权益）合计||23,730,253,011.75|16,776,789,408.57
少数股东权益||417,550,794.98|5,154,226,946.34
所有者权益（或股东权益）合计||24,147,803,806.73|21,931,016,354.91
负债和所有者权益（或股东权益）总计||47,906,285,930.71|43,620,513,500.75
