page|121
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|1,672,955,657.58|1,168,279,336.22
结算备付金||
拆出资金||
交易性金融资产|10,806.24|310,008,121.49
衍生金融资产||
应收票据||
应收账款|509,524,091.59|424,275,453.32
应收款项融资||
预付款项|13,098,947.46|14,081,935.40
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|61,701,139.93|46,169,413.28
其中：应收利息||
应收股利||
买入返售金融资产||
存货|136,926,186.94|235,471,304.64
合同资产|239,452,496.30|
持有待售资产||
一年内到期的非流动资产|1,903,624.61|7,323,674.14
其他流动资产|95,562,187.35|80,740,401.11
流动资产合计|2,731,135,138.00|2,286,349,639.60
非流动资产：||
发放贷款和垫款|198,297,090.51|186,413,587.10
债权投资||
page|122
其他债权投资||
长期应收款|5,017,667.99|5,017,667.99
长期股权投资|12,206,104,350.94|11,279,955,085.64
其他权益工具投资|14,728,700.00|16,347,985.00
其他非流动金融资产||
投资性房地产|958,055,410.11|918,270,593.96
固定资产|1,892,124,712.23|1,861,821,923.62
在建工程|543,008,045.81|1,294,277,349.20
生产性生物资产||
油气资产||
使用权资产||
无形资产|2,197,601,510.58|1,188,433,687.82
开发支出||
商誉||
长期待摊费用|35,622,202.46|43,186,526.90
递延所得税资产|50,479,569.08|41,599,273.38
其他非流动资产|56,328,113.83|11,356,047.05
非流动资产合计|18,157,367,373.54|16,846,679,727.66
资产总计|20,888,502,511.54|19,133,029,367.26
流动负债：||
短期借款|1,601,575,062.49|1,251,538,659.72
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|12,096,200.94|107,005,755.54
应付账款|772,079,121.49|736,759,193.38
预收款项|30,869,360.87|516,731,952.14
合同负债|697,986,571.15|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|166,486,890.17|184,281,553.56
page|123
应交税费|48,348,136.27|41,131,887.62
其他应付款|418,924,128.47|335,624,426.03
其中：应付利息||
应付股利|69,300,911.17|67,999,492.17
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|99,175,042.50|112,185,574.18
其他流动负债|17,723,227.06|10,029,311.62
流动负债合计|3,865,263,741.41|3,295,288,313.79
非流动负债：||
保险合同准备金||
长期借款|506,558,610.74|251,562,766.31
应付债券|1,997,500,000.06|1,994,166,666.70
其中：优先股||
永续债||
租赁负债||
长期应付款|33,412,013.33|19,587,748.90
长期应付职工薪酬||
预计负债||
递延收益|95,722,164.20|93,687,423.48
递延所得税负债|109,832.69|2,571,126.54
其他非流动负债||
非流动负债合计|2,633,302,621.02|2,361,575,731.93
负债合计|6,498,566,362.43|5,656,864,045.72
所有者权益：||
股本|1,475,111,351.00|1,475,111,351.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,836,892,346.59|1,837,880,874.53
减：库存股||
其他综合收益|783,113,123.48|873,250,714.03
专项储备|11,947,161.53|10,828,719.41
page|124
盈余公积|773,395,307.19|773,395,307.19
一般风险准备||
未分配利润|9,194,977,144.26|8,161,871,167.37
归属于母公司所有者权益合计|14,075,436,434.05|13,132,338,133.53
少数股东权益|314,499,715.06|343,827,188.01
所有者权益合计|14,389,936,149.11|13,476,165,321.54
负债和所有者权益总计|20,888,502,511.54|19,133,029,367.26
