page|94
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,980,882,790.12|2,555,102,695.97
收到的税费返还||18,607,462.99|23,863,078.98
收到其他与经营活动有关的现金|七.78(1)|11,741,866.93|14,256,077.90
经营活动现金流入小计||3,011,232,120.04|2,593,221,852.85
购买商品、接受劳务支付的现金||2,369,486,957.83|1,997,268,424.41
支付给职工及为职工支付的现金||293,253,343.55|259,705,111.07
支付的各项税费||105,518,748.05|116,810,234.79
支付其他与经营活动有关的现金|七.78(2)|136,837,575.90|119,540,378.60
经营活动现金流出小计||2,905,096,625.33|2,493,324,148.87
经营活动产生的现金流量净额||106,135,494.71|99,897,703.98
page|95
其中：子公司吸收少数股东投资收到的现金||9,050,000.00|
取得借款收到的现金||370,158,340.99|312,967,840.59
收到其他与筹资活动有关的现金|七.78(5)|2,572,351.12|2,858,099.54
筹资活动现金流入小计||381,780,692.11|315,825,940.13
偿还债务支付的现金||328,015,071.51|384,737,135.88
分配股利、利润或偿付利息支付的现金||59,047,579.49|49,013,066.27
其中：子公司支付给少数股东的股利、利润||7,550,145.91|5,350,295.85
支付其他与筹资活动有关的现金|七.78(6)|6,302,447.48|764,892.72
筹资活动现金流出小计||393,365,098.48|434,515,094.87
筹资活动产生的现金流量净额||-11,584,406.37|-118,689,154.74
四、汇率变动对现金及现金等价物的影响||271,878.61|-460,101.35
五、现金及现金等价物净增加额||325,567.81|-60,577,962.89
加：期初现金及现金等价物余额||301,352,984.92|361,930,947.81
六、期末现金及现金等价物余额||301,678,552.73|301,352,984.92
