page|100
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|1,301,962,282.82|1,287,787,594.82
结算备付金||
拆出资金||
交易性金融资产|62,500,000.00|
衍生金融资产||
应收票据||
应收账款|242,743,916.40|208,435,486.72
应收款项融资|140,513,193.64|120,810,282.82
预付款项|25,761,215.93|42,962,888.70
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|1,890,249.33|1,417,401.41
其中：应收利息||
应收股利||
买入返售金融资产||
存货|511,182,809.44|515,401,421.85
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|39,374,881.94|38,361,790.01
流动资产合计|2,325,928,549.50|2,215,176,866.33
非流动资产：||
发放贷款和垫款||
债权投资||
page|101
其他债权投资||
长期应收款||
长期股权投资|100,909,676.79|92,997,249.66
其他权益工具投资|61,659,344.09|68,467,083.67
其他非流动金融资产||
投资性房地产|10,050,305.81|10,805,730.05
固定资产|481,905,706.41|506,202,215.89
在建工程|34,935,274.15|18,521,481.68
生产性生物资产||
油气资产||
使用权资产||
无形资产|55,232,515.63|51,722,736.41
开发支出||
商誉||
长期待摊费用|86,436.10|345,744.58
递延所得税资产|13,277,738.01|7,742,406.35
其他非流动资产|5,088,081.09|3,452,665.78
非流动资产合计|763,145,078.08|760,257,314.07
资产总计|3,089,073,627.58|2,975,434,180.40
流动负债：||
短期借款|580,130,000.00|370,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|18,732,520.01|24,003,324.89
应付账款|200,861,099.70|160,281,620.53
预收款项||8,230,092.91
合同负债|6,882,508.59|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|45,659,106.91|31,878,389.75
page|102
应交税费|29,024,417.57|11,998,116.82
其他应付款|6,326,371.97|8,787,297.45
其中：应付利息|544,400.13|426,810.42
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|23,294,147.67|20,798,229.26
流动负债合计|910,910,172.42|635,977,071.61
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|19,458,371.55|18,809,118.26
递延所得税负债|16,122,171.78|14,528,750.42
其他非流动负债||
非流动负债合计|35,580,543.33|33,337,868.68
负债合计|946,490,715.75|669,314,940.29
所有者权益：||
股本|291,862,944.00|302,082,162.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,266,748,214.10|1,357,490,558.70
减：库存股||
其他综合收益|43,304,306.62|49,446,290.63
专项储备||
page|103
盈余公积|129,264,675.84|118,103,065.66
一般风险准备||
未分配利润|401,350,976.46|474,589,596.46
归属于母公司所有者权益合计|2,132,531,117.02|2,301,711,673.45
少数股东权益|10,051,794.81|4,407,566.66
所有者权益合计|2,142,582,911.83|2,306,119,240.11
负债和所有者权益总计|3,089,073,627.58|2,975,434,180.40
