page|79
项目|附 注|2020 年度|2019 年度
一、营业总收入||699,393,005.89|1,248,220,505.89
其中：营业收入||699,393,005.89|1,248,220,505.89
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||602,500,460.07|1,113,394,172.48
其中：营业成本||318,731,433.97|825,515,594.21
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||8,249,784.55|10,474,029.90
销售费用||105,053,707.48|118,142,445.90
管理费用||91,319,388.28|100,911,999.69
研发费用||99,509,455.26|74,089,789.85
财务费用||-20,363,309.47|-15,739,687.07
其中：利息费用||1,138,858.79|2,067,502.09
利息收入||21,560,995.19|17,506,411.46
加：其他收益||33,459,961.09|37,043,374.30
page|80
投资收益（损失以“－”号填列）||38,828,037.71|2,224,790.64
其中：对联营企业和合营企业的投资收益||7,580,063.77|
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-223,250.48|11,749,089.16
资产减值损失（损失以“-”号填列）||158,616.54|-7,962,558.43
资产处置收益（损失以“－”号填列）||-584,882.21|-1,996,928.59
三、营业利润（亏损以“－”号填列）||168,531,028.47|175,884,100.49
加：营业外收入||3,840,167.69|12,950,449.53
减：营业外支出||525,751.07|545,064.94
四、利润总额（亏损总额以“－”号填列）||171,845,445.09|188,289,485.08
减：所得税费用||13,977,461.99|62,261,431.63
五、净利润（净亏损以“－”号填列）||157,867,983.10|126,028,053.45
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||129,641,059.51|152,422,792.66
2.终止经营净利润（净亏损以“－”号填列）||28,226,923.59|-26,394,739.21
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||155,528,195.81|119,412,171.48
2.少数股东损益（净亏损以“-”号填列）||2,339,787.29|6,615,881.97
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||157,867,983.10|126,028,053.45
（一）归属于母公司所有者的综合收益总额||155,528,195.81|119,412,171.48
（二）归属于少数股东的综合收益总额||2,339,787.29|6,615,881.97
八、每股收益：|||
（一）基本每股收益(元/股)||0.3480|0.2672
（二）稀释每股收益(元/股)||0.3480|0.2672
