page|93
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|631,591,966.82|270,016,431.36
结算备付金||
拆出资金||
交易性金融资产|546,371,548.55|1,061,956,343.39
衍生金融资产||
应收票据|2,931,486.08|15,187,291.73
应收账款|104,137,434.62|116,719,673.13
应收款项融资||
预付款项|3,898,025.94|3,699,796.26
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|27,155,393.22|14,245,824.92
其中：应收利息|3,756,495.28|883,694.08
应收股利||
买入返售金融资产||
存货|51,399,136.80|67,239,166.71
合同资产||
持有待售资产||
一年内到期的非流动资产|702,012,066.10|
其他流动资产|35,308,050.44|35,258,654.73
流动资产合计|2,104,805,108.57|1,584,323,182.23
非流动资产：||
发放贷款和垫款||
债权投资||
page|94
其他债权投资||
长期应收款||
长期股权投资|742,519,174.22|749,217,096.08
其他权益工具投资|15,753,801.06|10,586,047.07
其他非流动金融资产||
投资性房地产|262,304,794.94|240,053,640.47
固定资产|103,343,298.17|112,299,681.73
在建工程|539,470,690.08|264,081,237.26
生产性生物资产||
油气资产||
使用权资产|106,047,935.82|
无形资产|665,398,659.77|711,661,353.79
开发支出||
商誉||
长期待摊费用|57,009,321.10|4,978,616.13
递延所得税资产|1,231,206.65|1,238,133.03
其他非流动资产|711,161,246.05|1,243,864,596.63
非流动资产合计|3,204,240,127.86|3,337,980,402.19
资产总计|5,309,045,236.43|4,922,303,584.42
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|54,512,614.75|50,430,772.27
预收款项|398,685.09|68,495.78
合同负债|96,238,893.68|116,911,707.71
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|134,471,025.84|148,374,602.17
page|95
应交税费|6,930,755.14|14,944,979.29
其他应付款|101,403,322.55|59,633,590.46
其中：应付利息||
应付股利|1,425,239.89|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|9,240,667.26|
其他流动负债|28,764,900.77|22,254,526.26
流动负债合计|431,960,865.08|412,618,673.94
非流动负债：||
保险合同准备金||
长期借款|462,418,120.16|241,757,538.69
应付债券||
其中：优先股||
永续债||
租赁负债|108,878,352.04|
长期应付款||
长期应付职工薪酬||
预计负债|5,562,090.10|2,599.00
递延收益|5,654,215.14|7,196,895.80
递延所得税负债|351,666.23|111,098.41
其他非流动负债||
非流动负债合计|582,864,443.67|249,068,131.90
负债合计|1,014,825,308.75|661,686,805.84
所有者权益：||
股本|1,161,058,174.00|1,161,058,174.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,340,198,622.94|1,340,198,622.94
减：库存股||
其他综合收益|3,799,990.77|797,950.75
专项储备||
page|96
盈余公积|361,205,350.74|353,802,479.88
一般风险准备||
未分配利润|1,424,729,651.13|1,400,088,422.65
归属于母公司所有者权益合计|4,290,991,789.58|4,255,945,650.22
少数股东权益|3,228,138.10|4,671,128.36
所有者权益合计|4,294,219,927.68|4,260,616,778.58
负债和所有者权益总计|5,309,045,236.43|4,922,303,584.42
