page|69
项目|附注|2021 年度|2020 年度
一、营业总收入||2,070,784,337.34|2,060,658,761.60
其中：营业收入|七、61|2,070,784,337.34|2,060,658,761.60
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,914,741,939.48|1,806,398,950.86
其中：营业成本|七、61|983,563,642.71|1,113,913,362.27
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|6,709,789.55|5,772,209.96
销售费用|七、63|675,221,759.61|478,765,938.28
管理费用|七、64|114,390,046.07|79,767,248.31
研发费用|七、65|170,138,812.11|146,890,851.69
财务费用|七、66|-35,282,110.57|-18,710,659.65
其中：利息费用||557,917.60|
利息收入||-42,814,742.10|-31,413,015.46
加：其他收益|七、67|12,746,307.80|16,784,328.43
投资收益（损失以“－”号填列）|七、68|21,001,483.41|33,052,499.74
其中：对联营企业和合营企业的投资收益||21,001,483.41|33,017,330.35
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|829,543.96|-3,130,601.33
资产减值损失（损失以“-”号填列）|七、72|-11,555,551.75|
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||179,064,181.28|300,966,037.58
加：营业外收入|七、74|557,808.81|2,357,644.64
减：营业外支出|七、75|7,405,654.66|3,457,571.80
page|70
四、利润总额（亏损总额以“－”号填列）||172,216,335.43|299,866,110.42
减：所得税费用|七、76|19,873,888.49|47,124,537.91
五、净利润（净亏损以“－”号填列）||152,342,446.94|252,741,572.51
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||152,342,446.94|252,741,572.51
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||150,604,584.97|264,152,561.71
2.少数股东损益（净亏损以“-”号填列）||1,737,861.97|-11,410,989.20
六、其他综合收益的税后净额||-10,939,490.44|328,592.56
（一）归属母公司所有者的其他综合收益的税后净额||-10,939,490.44|328,592.56
1．不能重分类进损益的其他综合收益||-10,837,500.00|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-10,837,500.00|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-101,990.44|328,592.56
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-101,990.44|328,592.56
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||141,402,956.50|253,070,165.07
（一）归属于母公司所有者的综合收益总额||139,665,094.52|264,481,154.27
（二）归属于少数股东的综合收益总额||1,737,861.98|-11,410,989.20
八、每股收益：|||
page|71
（一）基本每股收益(元/股)||0.35|0.66
（二）稀释每股收益(元/股)||0.35|0.66
