page|156
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|5,499,601,030.64|4,596,077,557.40
结算备付金||
拆出资金||
交易性金融资产|7,730,268.92|
以公允价值计量且其变动计入当期损益的金融资产||9,253,635.59
衍生金融资产||
应收票据|1,865,165,499.50|2,387,830,887.74
应收账款|1,387,961,981.66|1,670,988,644.76
应收款项融资||
预付款项|25,270,406.37|86,180,459.26
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|97,241,894.80|62,129,574.17
其中：应收利息|9,510,208.63|2,653,712.36
应收股利|661,434.48|
买入返售金融资产||
存货|1,460,910,189.06|2,174,436,573.67
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|63,604,031.96|1,184,686,956.96
流动资产合计|10,407,485,302.91|12,171,584,289.55
非流动资产：||
page|157
发放贷款和垫款||
债权投资||
可供出售金融资产||45,000,000.00
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|88,556,511.70|61,869,440.55
其他权益工具投资||
其他非流动金融资产|45,000,000.00|
投资性房地产|96,343,760.13|46,846,507.41
固定资产|2,180,572,946.87|1,733,957,012.14
在建工程|252,494,792.31|464,558,352.60
生产性生物资产||
油气资产||
使用权资产||
无形资产|933,248,463.84|817,579,958.94
开发支出|101,078,659.57|108,210,966.60
商誉||
长期待摊费用||
递延所得税资产|97,453,178.14|112,203,656.75
其他非流动资产||
非流动资产合计|3,794,748,312.56|3,390,225,894.99
资产总计|14,202,233,615.47|15,561,810,184.54
流动负债：||
短期借款|1,103,991,045.96|2,336,373,929.62
向中央银行借款||
拆入资金||
交易性金融负债|1,081,534.93|
以公允价值计量且其变动计入当期损益的金融负债||55,586,666.70
衍生金融负债||
应付票据|3,490,271,482.40|3,727,754,399.60
应付账款|2,343,116,374.58|2,282,174,981.38
预收款项|425,149,194.97|354,551,354.80
page|158
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|196,507,174.68|163,638,627.79
应交税费|68,558,391.66|109,753,432.17
其他应付款|689,477,603.21|660,320,360.26
其中：应付利息|12,340,385.61|7,519,756.26
应付股利|3,579,491.94|17,317,286.45
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,708,193.90|273,682,737.85
其他流动负债||
流动负债合计|8,319,860,996.29|9,963,836,490.17
非流动负债：||
保险合同准备金||
长期借款|401,280,000.00|1,920,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|3,016,921.44|5,017,208.00
长期应付职工薪酬|13,774,110.61|19,073,101.29
预计负债|166,099,143.97|273,063,677.21
递延收益|179,970,971.92|160,250,963.60
递延所得税负债|6,256,759.14|3,098,699.11
其他非流动负债||
非流动负债合计|770,397,907.08|462,423,649.21
负债合计|9,090,258,903.37|10,426,260,139.38
所有者权益：||
股本|1,044,597,881.00|1,044,597,881.00
其他权益工具||
page|159
其中：优先股||
永续债||
资本公积|2,684,366,619.10|2,684,369,598.46
减：库存股||
其他综合收益|-18,931,430.36|-18,143,569.26
专项储备||
盈余公积|410,786,860.20|400,673,993.50
一般风险准备||
未分配利润|884,127,743.42|904,232,582.87
归属于母公司所有者权益合计|5,004,947,673.36|5,015,730,486.57
少数股东权益|107,027,038.74|119,819,558.59
所有者权益合计|5,111,974,712.10|5,135,550,045.16
负债和所有者权益总计|14,202,233,615.47|15,561,810,184.54
